RNAcentral_id	GR	logFC_tumor_vs_normal_FC	P.Value_tumor_vs_normal_FC	adj.P.Val_tumor_vs_normal_FC	logFC_tumor_vs_normal_salmon	P.Value_tumor_vs_normal_salmon	adj.P.Val_tumor_vs_normal_salmon	gene_type	RNA_type	ENSEMBL	GENCODE	NONCODE	ENA	GENECARDS	LNCBOOK	LNCIPEDIA	HGNC	REFSEQ	SNOPY	SRPDB	SILVA	LNCRNADB	GTRNADB	TMRNA_WEB
URS000033EC0B	chr6_27545685_27545770_86_+	0.648213604601265	0.06839688447628219	0.13746892801058913	NA	NA	NA	tRNA	tRNA	NA	NA	NA	NA	TRS-TGA2-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS00002AB33E	chr18_49489244_49489308_65_-	0.7690788216082125	0.06844268641400465	0.13746892801058913	0.8915156380722062	0.07421476005321428	0.15007873699649998	snoRNA	snoRNA	NA	NA	NA	NA	SNORD58C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS00006ADC79	chr18_49489245_49489308_64_-	0.7690788216082125	0.06844268641400465	0.13746892801058913	NA	NA	NA	snoRNA	snoRNA	ENSG00000202093.1	SNORD58C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000DEEFFD	chr1_629499_629561_63_-	-0.6604960205183499	0.06879951681414553	0.13801752217338925	NA	NA	NA	tRNA	tRNA	NA	NA	NA	NA	AF346975, MT-TQ	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS00002B4CE5	chr19_4724635_4724707_73_-	0.9837387506239628	0.06909424029444328	0.13819292157297944	1.3389436819040759	0.039788020916432215	0.09307737540862034	tRNA	tRNA	NA	NA	NA	tRNA-Val-CAC-3-1, tRNA-Val	TRV-CAC3-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000EFDE70	chr17_7223307_7223364_58_-	0.651407118035848	0.0691096571402708	0.13819292157297944	1.0049449981740635	0.014910222801552445	0.04583886063990785	precursor_RNA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS00002075FA	chr13_91350618_91350640_23_+	0.7958818943245873	0.06913836282456522	0.13819292157297944	NA	NA	NA	miRNA	miRNA	NA	NA	NA	NA	MIR17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS000029E173	chrX_74287325_74287346_22_-	-0.6047142396298746	0.06982181377103887	0.13939003741942263	NA	NA	NA	miRNA	miRNA	NA	NA	NA	NA	MIR374A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000493225	chr14_20633006_20633077_72_+	0.7297524581704655	0.07053837216134862	0.1406502729069696	1.4387984276314687	0.00998111794949186	0.034535427125618225	tRNA	tRNA	NA	NA	NA	tRNA-Pro-TGG-1-1	TRP-TGG1-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS000032234E	chr1_198858927_198858947_21_-	0.8068645219443118	0.07076605253225578	0.14093384133537412	NA	NA	NA	miRNA	miRNA	NA	NA	NA	mir-181b	MIR181B1, MIR181B2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS000028FD1A	chr8_11035221_11035242_22_-	-0.6088711107320717	0.07105794434458645	0.14134445141643312	-0.6568228567647227	0.05073029259863615	0.11314844672735024	miRNA	miRNA	NA	NA	NA	NA	MIR598	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS000056BFD0	chr13_50048973_50049061_89_-	0.6453793080341832	0.07145505652141054	0.14189510414917794	NA	NA	NA	precursor_RNA	precursor_RNA	ENSG00000208006.1	MIR16-1	NA	mir-16-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000EFBCA6	chr19_45639047_45639070_24_-	0.7391946581376989	0.07150687176953723	0.14189510414917794	-1.9214426817021355	0.10310695651887342	0.18916800490357824	miRNA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000D52B16	chr19_45639048_45639070_23_-	0.7384720417348061	0.07175958286011834	0.14222542324078744	NA	NA	NA	miRNA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS00000980C2	chr1_40757300_40757323_24_+	-0.5920025797975503	0.07187922126089531	0.1422915196389152	NA	NA	NA	miRNA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000EFE46D	chr13_50048983_50049048_66_-	0.6439302752817424	0.07213722438943874	0.1424737077727268	0.551850233808814	0.08429844353594694	0.16532668883127524	precursor_RNA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000584589	chr13_50048977_50049057_81_-	0.6439945975367074	0.07214405457260575	0.1424737077727268	NA	NA	NA	precursor_RNA	precursor_RNA	NA	NA	NA	NA	MIR16-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000832EA8	chr1_630851_630916_66_-	0.6433383850846262	0.072830327309660145	0.14320182349314772	NA	NA	NA	tRNA	tRNA	NA	NA	NA	NA	AF346998, MT-TN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS000017EE98	chr3_160404745_160404825_81_+	0.6434132054638013	0.07293758854595217	0.14320182349314772	NA	NA	NA	precursor_RNA	precursor_RNA	ENSG00000198987.1	MIR16-2	NA	mir-16-2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000695392	chr3_160404745_160404825_81_-	0.6434132054638013	0.07293758854595217	0.14320182349314772	NA	NA	NA	precursor_RNA	precursor_RNA	NA	NA	NA	NA	RF00254	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000EFDFC2	chr3_160404753_160404818_66_+	0.6434132054638013	0.07293758854595217	0.14320182349314772	0.9583589668832033	0.021243081466529843	0.05875745937550808	precursor_RNA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS00001230A0	chr1_65058442_65058462_21_-	-0.6136538228867021	0.07302972608847876	0.14320182349314772	NA	NA	NA	miRNA	miRNA	NA	NA	NA	NA	MIR101-1, MIR101-2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000EFE138	chr9_114209448_114209506_59_+	1.0871916302239857	0.07303379839765752	0.14320182349314772	0.12160473902458957	0.8316220068010354	0.8809965380546475	precursor_RNA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000273B65	chr12_54337278_54337298_21_+	0.6109565830278498	0.07312551696500258	0.1432113746737402	NA	NA	NA	miRNA	miRNA	NA	NA	NA	mir-148b	MIR148B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa_piR_020500_DQ598190	NA	0.7768758192750128	0.0739788388037606	0.1447106823100845	NA	NA	NA	piRNA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS00006CFACA	chr6_28735429_28735500_72_-	0.7728203732693345	0.0740806868876618	0.14473821407316861	NA	NA	NA	tRNA	tRNA	NA	NA	NA	NA	TRV-AAC6-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS000008DA94	chr1_1167916_1167937_22_+	0.6431935815648275	0.07455362132485407	0.14548984800554363	NA	NA	NA	miRNA	miRNA	NA	NA	NA	NA	MIR200A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS00001B460B	chr6_28607156_28607186_31_+	0.7735919782855588	0.0749425104082871	0.1460758861267913	NA	NA	NA	piRNA	piRNA	NA	NA	NA	piR-36255	piR-36242, piR-36252-001, piR-36252-002, piR-36252-003, piR-36252-004, piR-36252-005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS000042B8BF	chr6_28607156_28607185_30_+	0.7729535719294224	0.07558687984514517	0.14715792782130388	NA	NA	NA	piRNA	piRNA	NA	NA	NA	piR-36254	piR-36242, piR-36252-001, piR-36252-002, piR-36252-003, piR-36252-004, piR-36252-005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS00000C18F2	chr1_167714725_167714796_72_+	0.9771111213174075	0.07627115738231081	0.14831502184366807	NA	NA	NA	tRNA	tRNA	NA	NA	NA	tRNA-Pro-CGG-1-1, tRNA-Pro-CGG-1-2, tRNA-Pro-CGG-1-3	TRP-CGG1-1, TRP-CGG1-2, TRP-CGG1-3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000DCB5E1	chr1_629499_629525_27_-	-0.6315339645285927	0.07671702451890368	0.1490063291303559	NA	NA	NA	tRNA	tRNA	NA	NA	NA	NA	AF346975, MT-TQ	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000EFD2C8	chr7_93482819_93482840_22_-	-0.7463748532813739	0.0768673126238271	0.14912258649022456	NA	NA	NA	miRNA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000DD8165	chr1_629501_629568_68_-	-0.6459205127690932	0.07768387894336468	0.15052963146604978	NA	NA	NA	tRNA	tRNA	NA	NA	NA	NA	AF346975, MT-TQ	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS000075A0E5	chr19_45638994_45639087_94_-	0.7152311028186848	0.07790114592618906	0.1505967053133479	NA	NA	NA	precursor_RNA	precursor_RNA	ENSG00000284544.1	MIR330	NA	mir-330	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS000066DE63	chr19_45638994_45639090_97_-	0.7152311028186848	0.07790114592618906	0.1505967053133479	NA	NA	NA	precursor_RNA	precursor_RNA	NA	NA	NA	NA	MIR330	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000416117	chr1_167715488_167715559_72_-	0.9823085551765987	0.07816000754679274	0.15085510828220944	NA	NA	NA	tRNA	tRNA	NA	NA	NA	NA	TRP-AGG1-1, TRP-AGG2-1, TRP-AGG2-2, TRP-AGG2-3, TRP-AGG2-4, TRP-AGG2-5, TRP-AGG2-6, TRP-AGG2-7, TRP-AGG2-8, TRP-TGG3-4, TRP-TGG3-5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000EFD273	chr11_64891158_64891223_66_-	0.585038101494268	0.07821777900623958	0.15085510828220944	0.4981301621391916	0.0930964315340644	0.17760535156393836	precursor_RNA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS000032F6AC	chr17_8119155_8119230_76_+	0.7256923549666607	0.07837420574031595	0.15098021643198714	0.6755698159088208	0.05821223245189487	0.1258269157511267	tRNA	tRNA	NA	NA	NA	NA	TRK-TTT3-1, TRK-TTT3-2, TRK-TTT3-3, TRK-TTT3-4, TRK-TTT3-5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000EFE9B8	chr1_40757299_40757360_62_+	-0.5836849896587308	0.07964844076818106	0.15323851522598309	NA	NA	NA	precursor_RNA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS00006D4A6F	chr1_40757300_40757358_59_+	-0.5835623842020716	0.07973235055421073	0.15323851522598309	0.5781547558309317	0.7615494355927677	0.8309472258865931	precursor_RNA	precursor_RNA	NA	NA	NA	NA	MIR30C1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS000075A5AC	chr22_46113745_46113765_21_+	-0.5586855128163286	0.08012319696268838	0.15363320365599445	NA	NA	NA	miRNA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS00005918D5	chr22_46113745_46113766_22_+	-0.5588077306061141	0.08012404799524271	0.15363320365599445	-0.42771457173314076	0.18655210938992692	0.2952389905127539	miRNA	miRNA	NA	NA	NA	NA	MIRLET7B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000716D22	chr6_71376966_71377025_60_-	-0.581931585864278	0.08031932235359207	0.15382876023353464	NA	NA	NA	precursor_RNA	precursor_RNA	NA	NA	NA	NA	MIR30C2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS000014D40F	chr17_38869292_38869363_72_-	0.9652212428878009	0.08062958764942015	0.15424383994651256	2.630010016070547	0.09500854589150616	0.17862494161229678	tRNA	tRNA	NA	NA	NA	tRNA-Cys-GCA-4-1	TRC-GCA4-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS000053BCD6	chr1_198859070_198859090_21_-	0.6544481388479757	0.08079223687752361	0.15428426400082992	NA	NA	NA	miRNA	miRNA	NA	NA	NA	mir-213	MIR181A1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000EFEEB6	chr19_45639006_45639070_65_-	0.7101153613517606	0.08083784360019226	0.15428426400082992	NA	NA	NA	precursor_RNA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS00003BE447	chr1_629499_629566_68_+	-0.6319517404078141	0.08106940886590919	0.1545473470750107	NA	NA	NA	tRNA	tRNA	NA	NA	NA	NA	AM711904-001, AM711904-006	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa_piR_000552_DQ570687	NA	0.5817598852372017	0.08130086746390353	0.1548096194549387	0.5547895627956656	0.06092117671242272	0.13044299013718746	piRNA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000A160DA	chr1_629499_629567_69_-	-0.6303006395385102	0.0819916879787517	0.1557455563089573	NA	NA	NA	tRNA	tRNA	NA	NA	NA	NA	AF346975, MT-TQ	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS00006B5455	chr20_49280683_49280772_90_+	0.5999078114818421	0.08199632757732338	0.1557455563089573	0.6060462636618662	0.09949162400948494	0.1843938449055627	snoRNA	snoRNA	ENSG00000212304.1	SNORD12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000DE4DF0	chr1_629499_629563_65_-	-0.6302271912176618	0.08211852273541533	0.1557455563089573	NA	NA	NA	tRNA	tRNA	NA	NA	NA	NA	AF346975, MT-TQ	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000DDDB39	chr1_629499_629568_70_-	-0.6298533162721194	0.0821701843473577	0.1557455563089573	NA	NA	NA	tRNA	tRNA	NA	NA	NA	NA	AF346975, MT-TQ	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS000075D43C	chr1_40757284_40757372_89_+	-0.574922636375538	0.0824562533968757	0.1560140853387784	NA	NA	NA	precursor_RNA	precursor_RNA	ENSG00000207962.1	MIR30C1	NA	mir-30c-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000521EE0	chr1_629498_629569_72_-	-0.6290222955317208	0.08262782937848272	0.1560140853387784	NA	NA	NA	tRNA	tRNA	NA	NA	NA	NA	AF346975, MT-TQ	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000529F29	chr1_629499_629569_71_-	-0.6290222955317208	0.08262782937848272	0.1560140853387784	NA	NA	NA	tRNA	tRNA	NA	NA	NA	NA	AF346975, MT-TQ	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000086DBC	chr1_30968168_30968195_28_-	-0.9015141323761093	0.082690303569492	0.1560140853387784	NA	NA	NA	piRNA	piRNA	NA	NA	NA	piR-36711	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS000072540A	chr16_3191989_3192060_72_+	0.9840919328613069	0.08337614930217065	0.15712830879917644	NA	NA	NA	tRNA	tRNA	NA	NA	NA	tRNA-Pro-AGG-1-1	TRP-AGG1-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS00001D9AFB	chr16_14285893_14285964_72_+	1.4887321327408611	0.08414025399781126	0.15836667650938374	2.7391951630531417	0.08326604237578782	0.16436463896305187	tRNA	tRNA	NA	NA	NA	tRNA-Thr-CGT-2-1	TRT-CGT2-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS000005AEAB	chr16_22195711_22195792_82_-	0.7289361959583811	0.08422533371663404	0.15836667650938374	1.2560274923124632	0.017893943239031432	0.05228838984731845	tRNA	tRNA	NA	NA	NA	tRNA-Leu-TAG-3-1	TRL-TAG3-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000417A0F	chr17_38867645_38867716_72_+	0.9464842014073658	0.08466914413148412	0.15901983903509945	2.2703928019183293	0.0067608968772394085	0.02651903516503389	tRNA	tRNA	NA	NA	NA	tRNA-Cys-GCA-2-2, tRNA-Cys-GCA-2-3, tRNA-Cys-GCA-2-4, tRNA-Cys-GCA-2-1	TRC-GCA2-1-001, TRC-GCA2-1, TRC-GCA2-2, TRC-GCA2-3, TRC-GCA2-4, TRC-GCA5-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000744FA8	chr2_158881659_158881730_72_-	0.682653446775604	0.08490297693403409	0.15927759836657818	NA	NA	NA	tRNA	tRNA	NA	NA	NA	tRNA-Glu-CTC-7-1	HG983765	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS00005D117C	chrX_45747033_45747056_24_-	-0.6564303221119148	0.08544885424964073	0.16011950074733813	-0.7354250430966713	0.05065223126823178	0.11314844672735024	miRNA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS000039F481	chr1_16545980_16546006_27_-	0.7689018937421359	0.08558177915975168	0.16018655372807097	NA	NA	NA	piRNA	piRNA	NA	NA	NA	piR-61644	piR-30456, piR-31068-001, piR-31068-002, piR-31068-003, piR-31068-004, piR-31068-005, piR-31924-001, piR-31924-002, piR-31924-003, piR-31924-004, piR-31924-005, piR-31924-006, piR-57660-002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000520742	chr6_27532208_27532289_82_+	0.5727885225117668	0.0863203162779807	0.16138571603445598	NA	NA	NA	tRNA	tRNA	NA	NA	NA	tRNA-Ser-AGA-3-1	TRS-AGA3-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000CB29C3	chr11_10509514_10509536_23_-	1.1360367920809438	0.0866167367662297	0.16175651067668492	NA	NA	NA	miRNA	miRNA	NA	NA	NA	NA	MF281474-001, MF281474-002, MF281474-003, MF281474-004, MF281474-005, MF281474-006, MF281474-007, MF281474-008, MF281474-009	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS00005DBAF3	chr17_31560050_31560071_22_+	0.5845652632872209	0.08725761916129743	0.16276902035857405	0.5171637093145867	0.10894201033801101	0.1968419070031386	miRNA	miRNA	NA	NA	NA	NA	MIR193A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS000074D784	chr1_172188399_172188467_69_-	0.5736602241644029	0.08753622784477601	0.1631042256678369	NA	NA	NA	tRNA	tRNA	NA	NA	NA	tRNA-Glu-TTC-12-1	HG983791	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000009B16	chr16_3182633_3182704_72_-	1.0151188102737134	0.08848114219735034	0.1646787849700121	NA	NA	NA	tRNA	tRNA	NA	NA	NA	NA	TRP-AGG2-7, TRP-AGG2-8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS00003380C1	chr19_45639049_45639070_22_-	0.7056208025647916	0.08872419667493484	0.16494498344641212	NA	NA	NA	miRNA	miRNA	NA	NA	NA	NA	MIR330	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS00006D4008	chr6_26312596_26312677_82_-	0.5660692944513435	0.09012191750117371	0.1673547769813462	NA	NA	NA	tRNA	tRNA	NA	NA	NA	tRNA-Ser-TGA-3-1	TRS-TGA3-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS000030476B	chr16_3172050_3172121_72_+	0.9413661178693828	0.0909081265539802	0.16862486016593178	NA	NA	NA	tRNA	tRNA	NA	NA	NA	NA	TRP-CGG1-2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS000020CB8F	chr14_20609338_20609409_72_-	0.9414768274797756	0.0916279518986911	0.16976909289993442	NA	NA	NA	tRNA	tRNA	NA	NA	NA	NA	TRP-AGG2-3, TRP-AGG2-5, TRP-AGG2-7, TRP-AGG2-8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000B4AE68	chr22_11629695_11629788_94_+	0.9674903574033269	0.09177958964624341	0.16985919565281188	0.7842285573487322	0.152263276245316	0.25422810202656987	precursor_RNA	precursor_RNA	NA	NA	NA	NA	KY994056-012	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS000054DD16	chr22_39315213_39315307_95_-	0.7883086621479065	0.0920273668172209	0.17012682497936915	0.7774648233974011	0.12260048867384205	0.21579583112803918	snoRNA	snoRNA	ENSG00000209482.1	SNORD83A	NA	U83a snoRNA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS000003F252	chr1_198859069_198859090_22_-	0.6296715538710744	0.09297058123991987	0.17167803859420813	0.5987680381699381	0.09531973120213434	0.17862494161229678	miRNA	miRNA	NA	NA	NA	NA	MIR181A1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS00004A7F38	chr11_64891201_64891222_22_-	0.6047943876859865	0.0937436237266578	0.17291189656069209	NA	NA	NA	miRNA	miRNA	NA	NA	NA	miR-158	MIR192	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa_piR_017458_DQ594126	NA	-0.8609719421070872	0.09406247866878074	0.17330617578192117	NA	NA	NA	piRNA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS00006DF24F	chrX_45747031_45747100_70_-	-0.6402320234956975	0.09434724508658673	0.1736368383345776	NA	NA	NA	precursor_RNA	precursor_RNA	NA	NA	NA	NA	MIR222	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS000028D811	chr9_83969771_83969792_22_-	0.5907710804011175	0.09526721240861769	0.17511460797367595	0.6646237161062376	0.08245587162503357	0.16419002883759418	miRNA	miRNA	NA	NA	NA	NA	MIR7-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000155642	chr11_64891203_64891223_21_-	0.5736538962543793	0.0953625942755373	0.17511460797367595	NA	NA	NA	miRNA	miRNA	NA	NA	NA	NA	MIR192	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000EFC5AB	chr9_83969770_83969834_65_-	0.5942594285850897	0.09569061876016606	0.1755215020417284	0.5021806391028187	0.20238611373886262	0.31536192380541944	precursor_RNA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
hsa_piR_015249_DQ590830	NA	0.5663005341442187	0.0961677840606124	0.17620075101772203	NA	NA	NA	piRNA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000EFBE9C	chrX_45747032_45747096_65_-	-0.6359408265682305	0.09651977991125257	0.17664940851682076	-0.42645868076068183	0.31513176382478747	0.43781664897794903	precursor_RNA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS00003AFD9B	chr17_48037174_48037194_21_-	-0.4992337971094143	0.09708539039519908	0.17748759286217658	-0.5065713831416678	0.06839390914449349	0.14407050305900249	miRNA	miRNA	NA	NA	NA	NA	MIR152	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000634A7A	chr2_27050782_27050870_89_+	0.553140206995975	0.0978807952462358	0.1787435563245214	NA	NA	NA	tRNA	tRNA	NA	NA	NA	NA	TRY-GTA2-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000704D62	chr6_71403556_71403616_61_-	-1.0805601244176017	0.0981682079119721	0.179070104919073	NA	NA	NA	precursor_RNA	precursor_RNA	NA	NA	NA	NA	MIR30A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000278E1B	chr12_56190364_56190445_82_+	0.5927988759084322	0.10115194668556751	0.18430890617071916	0.4156215560411485	0.28067556144612715	0.40096508778018164	tRNA	tRNA	NA	NA	NA	tRNA-Ser-CGA-4-1	TRS-CGA4-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS000075BF74	chr9_124693710_124693798_89_+	0.6695236615290678	0.10130645077856351	0.1843866857989528	NA	NA	NA	precursor_RNA	precursor_RNA	ENSG00000207737.1	MIR181B2	NA	mir-181b-2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000EFD2FF	chr9_124693724_124693784_61_+	0.6692469344999852	0.10144767939905865	0.18444015802541094	1.4513387440248344	0.003397796444028567	0.01627365665297893	precursor_RNA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS000075CFD7	chr17_7223297_7223379_83_-	0.5810763225125348	0.10229102851419583	0.1857686189646574	-0.22359191095657227	0.4924826263065667	0.6102799187608197	precursor_RNA	precursor_RNA	ENSG00000199053.3	MIR324	NA	mir-324	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS00005CE4DD	chr1_173867671_173867750_80_-	0.7257370450517415	0.10382576367762694	0.18799604123025937	NA	NA	NA	snoRNA	snoRNA	NA	NA	NA	Z18 snoRNA	SNORD74	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS000002951F	chr1_173867674_173867745_72_-	0.7257370450517415	0.10382576367762694	0.18799604123025937	0.8327134141130763	0.05398275630792505	0.11865774937249227	snoRNA	snoRNA	NA	NA	NA	NA	SNORD74	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS00003C9A26	chr13_44917927_44917998_72_-	0.7111325386774894	0.10385954733824516	0.18799604123025937	0.8442265455198088	0.09459396417026265	0.17859026430485272	tRNA	tRNA	NA	NA	NA	tRNA-Glu-TTC-2-1, tRNA-Glu-TTC-2-2	TRE-TTC2-1, TRE-TTC2-2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS000038D8D3	chr17_8226610_8226691_82_-	0.5385992092932828	0.10455980416979675	0.18905604942543294	NA	NA	NA	tRNA	tRNA	NA	NA	NA	tRNA-Ser-AGA-2-6, tRNA-Ser-AGA-2-1, tRNA-Ser-AGA-2-2, tRNA-Ser-AGA-2-3, tRNA-Ser-AGA-2-4, tRNA-Ser-AGA-2-5	TRS-AGA2-1, TRS-AGA2-2, TRS-AGA2-3, TRS-AGA2-4, TRS-AGA2-5, TRS-AGA2-6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS000016A0BF	chr6_71403593_71403616_24_-	-1.0569818641759579	0.10688803629829628	0.19305407651247597	NA	NA	NA	miRNA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000574E81	chr1_198858924_198858947_24_-	0.6537860692169151	0.10727638169971732	0.1933333286940372	NA	NA	NA	miRNA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000673CBC	chr3_52691378_52691453_76_+	0.5068994615389952	0.10729940051962987	0.1933333286940372	0.48590222296614094	0.08564685079040217	0.1665355432035598	snoRNA	snoRNA	ENSG00000222345.1	SNORD19C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS00006C1BAC	chr11_79402020_79402112_93_+	0.7167346482433343	0.10739437785551126	0.1933333286940372	NA	NA	NA	precursor_RNA	precursor_RNA	NA	NA	NA	NA	RF00655-001	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS000062A2F0	chr11_79402022_79402109_88_-	0.7160322270726573	0.10757333509043272	0.19335587952823796	NA	NA	NA	precursor_RNA	precursor_RNA	ENSG00000211997.1	MIR708	NA	mir-708	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
