sRNA	TCGA-BH-A0BT-01A-11R-A12O-13_mirna_gdc_realn	TCGA-BH-A0BT-11A-21R-A12O-13_mirna_gdc_realn	TCGA-BH-A18L-01A-32R-A12C-13_mirna_gdc_realn	TCGA-BH-A18L-11A-42R-A12C-13_mirna_gdc_realn	TCGA-BH-A1FC-01A-11R-A13P-13_mirna_gdc_realn	TCGA-BH-A1FC-11A-32R-A13P-13_mirna_gdc_realn	TCGA-BH-A1FG-01A-11R-A13P-13_mirna_gdc_realn	TCGA-BH-A1FG-11B-12R-A13P-13_mirna_gdc_realn	TCGA-BH-A1FU-01A-11R-A14C-13_mirna_gdc_realn	TCGA-BH-A1FU-11A-23R-A14C-13_mirna_gdc_realn	TCGA-E9-A1N4-01A-11R-A14L-13_mirna_gdc_realn	TCGA-E9-A1N4-11A-33R-A14L-13_mirna_gdc_realn	TCGA-E9-A1N5-01A-11R-A14C-13_mirna_gdc_realn	TCGA-E9-A1N5-11A-41R-A14C-13_mirna_gdc_realn	TCGA-GI-A2C8-01A-11R-A16E-13_mirna_gdc_realn	TCGA-GI-A2C8-11A-22R-A16E-13_mirna_gdc_realn	TCGA-GI-A2C9-01A-11R-A21U-13_mirna_gdc_realn	TCGA-GI-A2C9-11A-22R-A21U-13_mirna_gdc_realn
URS0000EFCEE7_GR_chr17_1713913_1713973_61_-	39920.38	60586.72	29221.86	144369.17	14910.28	130288.67	38914.5	108044.41	142829.4	70294.74	62495.75	109913.25	55866.74	44541.86	267318.49	432986.31	109852.04	260716.98
URS0000096022_GR_chr17_1713914_1713935_22_-	39482.72	60124.89	28874.53	143209.19	14685.95	129260.69	38346.84	107286.09	141174.92	69697.41	61924.01	108924.49	55130.42	44038.87	264588.28	428691.45	108809.53	258847.67
URS0000142DC3_GR_chr17_1713952_1713973_22_-	33	9.83	9.67	40	15.33	20.67	7.67	24.5	36.67	7.33	2.67	26.33	19.33	19	42.22	97.94	32.19	35.67
hsa_piR_017255_DQ593857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_016062_DQ591922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS00002FB0C7_GR_chr17_1850802_1850877_76_+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_020738_DQ598543	0	0	0	0	0	0	0	0	0	0	0	0.03	0	0	0	0	0	0.33
URS00006645D8_GR_chr17_2049918_2050001_84_-	40.33	75.44	60	99.42	28.67	91.5	19.5	78.33	195.66	146.54	60.83	330.16	31.33	528.38	348.62	97.28	192.97	646.49
URS0000EFC449_GR_chr17_2049928_2049986_59_-	40.33	75.44	59.67	98.75	28.33	91.5	19.5	77.67	194	145.21	60.17	327.5	31.33	527.38	347.29	96.28	191.64	643.49
URS00006054DA_GR_chr17_2049929_2049950_22_-	40	72.11	58.67	92.67	23.33	83	18.67	73.33	185	140.25	59.33	312.58	30.33	501.71	340.88	93.44	188.89	620.49
URS0000028BB8_GR_chr17_2049965_2049986_22_-	0.33	2.33	1	0.67	1	1	0.33	0.33	5.67	2	0.33	3.67	0.67	18.67	4	0	1.92	8.33
URS00006FC199_GR_chr17_2050277_2050365_89_-	1.25	3.38	1.38	4.67	1.5	3	1.5	1.88	9.04	3.42	3	11.13	1.25	29.79	9.5	3.08	10.83	16.71
URS0000EFF2B9_GR_chr17_2050288_2050350_63_-	1.25	3.38	1.38	4.67	1.5	3	1.5	1.88	9.04	3.42	3	11.13	1.25	29.79	9.5	3.08	10.83	16.71
URS00005D93A0_GR_chr17_2050289_2050310_22_-	1.25	3.25	1.12	3.75	1.5	2.75	1.5	1.88	7.88	2.75	3	8.55	1	23.38	8.5	3.08	10	15.88
URS00001D6BAE_GR_chr17_2050290_2050310_21_-	0.25	2.75	0.5	1.75	1	1.25	1	0.88	5.62	1.75	2	5.3	0.75	11.38	7	2.08	8.5	10.88
URS00001AFC71_GR_chr17_2050328_2050350_23_-	0	0	0	0.33	0	0	0	0	0.67	0.67	0	2.33	0	3.17	1	0	0.33	0.33
hsa_piR_010163_DQ583687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_015649_DQ591388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_019214_DQ596371	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
hsa_piR_014433_DQ589762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS00004A2DF6_GR_chr17_2306870_2306895_26_-	0	0	0	0	0.08	0	0	0	0.17	0	0	0.17	0	0	0	0	1.08	0
URS00000C0A99_GR_chr17_2321306_2321336_31_+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_022449_DQ600710	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_016255_DQ592165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS000063E976_GR_chr17_2329119_2329213_95_-	29.91	15	19.5	21.67	13.92	7	11	13.75	63.67	13	10.25	176.93	5	47.38	30.54	16.49	17	7.5
URS0000269B1D_GR_chr17_2329125_2329210_86_-	29.91	15	19.5	21.67	13.92	7	11	13.25	62.67	12.5	9.75	175.93	5	47.38	30.54	16.49	17	7.5
URS000064BA0B_GR_chr17_2330276_2330370_95_-	37.72	22.76	20.21	18.76	21.05	10.62	11.16	11.32	65.14	11.75	10.58	111.88	7.58	39.2	31.5	22.04	15.85	12.88
URS000030BA79_GR_chr17_2330279_2330370_92_-	37.72	22.76	20.21	18.76	21.05	10.62	11.16	11.32	65.14	11.75	10.58	111.88	7.58	39.2	31.5	22.04	15.85	12.88
hsa_piR_017061_DQ593574	5.09	2.05	4.78	2.17	0.42	1.12	3.66	2.07	3.77	3.12	1.88	16.32	1	1.7	9	0.16	4.54	6.88
URS000017EEB4_GR_chr17_2330288_2330318_31_-	1.25	0.25	1.78	1.3	0.05	0.75	2.5	1	1	2.5	0.75	10.31	1	0.5	8.5	0	4.25	5.76
hsa_piR_011476_DQ585510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
hsa_piR_008096_DQ581008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS000075CDD0_GR_chr17_2692861_2692883_23_-	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
URS000075F042_GR_chr17_2692861_2692919_59_-	0	0	0	0	1.5	0	0	0	0.5	0	0	0	0	0	0	0	0	0
URS000075C4D0_GR_chr17_2692896_2692914_19_-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS000075A7EC_GR_chr17_2748139_2748159_21_-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_014939_DQ590427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_013969_DQ589094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_016395_DQ592340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_007559_DQ580307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_010104_DQ583605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS00002C38B1_GR_chr17_3724743_3724770_28_+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_006403_DQ578751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_011299_DQ585260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_008074_DQ580982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_013463_DQ588260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_015214_DQ590786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_007838_DQ580668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_003715_DQ575044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_010739_DQ584491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_003148_DQ574265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_005439_DQ577475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08	0
hsa_piR_016211_DQ592114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_007666_DQ580447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_021870_DQ599961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_021205_DQ599135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_003401_DQ574611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_015505_DQ591189	0	0	0	0.08	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0
URS0000A77A99_GR_chr17_4186326_4186424_99_+	0	0	0	0	0	0	0.07	0	0	1	0	0	0	0	0	0	1	0
hsa_piR_021217_DQ599150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS000066DA97_GR_chr17_4192768_4192865_98_+	0.12	0	0.12	0	0.2	0	1	0	0	1	0.12	1.5	0.2	0	0	0	0	0
URS00006D35AE_GR_chr17_4281769_4281844_76_-	0.02	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0.02	0	0	0
hsa_piR_016013_DQ591863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS00002DCCE5_GR_chr17_4797222_4797300_79_+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_013820_DQ588877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS000075C193_GR_chr17_4969702_4969722_21_-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS000075DA29_GR_chr17_4969702_4969771_70_-	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0.15
URS000075E86B_GR_chr17_4969743_4969766_24_-	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0.15
URS000075DFA1_GR_chr17_4970086_4970150_65_-	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0.5
URS000075BA09_GR_chr17_4970091_4970111_21_-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS000075A293_GR_chr17_4970123_4970145_23_-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS00002D0F2E_GR_chr17_5091834_5091863_30_-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_021399_DQ599379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_017394_DQ594044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_010758_DQ584522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_017039_DQ593547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_016651_DQ592921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS00001DC9DE_GR_chr17_5129586_5129612_27_-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_015921_DQ591753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_013222_DQ587921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_020761_DQ598579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
hsa_piR_003453_DQ574689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_017636_DQ594352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS00005217A7_GR_chr17_5130044_5130074_31_-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_006772_DQ579248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_012455_DQ586847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_013006_DQ587625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS0000471EAF_GR_chr17_5132062_5132090_29_-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS0000342A4B_GR_chr17_5132066_5132095_30_-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS00004E4884_GR_chr17_5132072_5132098_27_-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_011860_DQ586040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_004039_DQ575501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS0000490D75_GR_chr17_5132569_5132599_31_-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS00005FFD67_GR_chr17_5132670_5132698_29_-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_000427_DQ570522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_004172_DQ575685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS00002219CE_GR_chr17_5133279_5133307_29_-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_015317_DQ590930	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS0000397EE9_GR_chr17_5133838_5133866_29_-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_008557_DQ581615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_016850_DQ593188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS00004E7C39_GR_chr17_5133869_5133897_29_-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_005497_DQ577552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_004817_DQ576627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_004941_DQ576798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_013077_DQ587731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS000002D27D_GR_chr17_5134752_5134782_31_-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS00001C1658_GR_chr17_5134756_5134784_29_-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_001679_DQ572271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_008900_DQ582077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_016274_DQ592186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_010126_DQ583635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS000014CF79_GR_chr17_5135397_5135427_31_-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS00003E2E83_GR_chr17_5135398_5135427_30_-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS000044CB66_GR_chr17_5135398_5135428_31_-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS00001110D6_GR_chr17_5135621_5135649_29_-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS0000008BB7_GR_chr17_5135623_5135649_27_-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_002919_DQ573920	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_018466_DQ595401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_004792_DQ576593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_007368_DQ580045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_014391_DQ589696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS000056BF24_GR_chr17_5136692_5136720_29_-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_020683_DQ598467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_014656_DQ590061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_008874_DQ582038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_010578_DQ584249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS00002D4809_GR_chr17_5136703_5136730_28_-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_002317_DQ573130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS00003724D7_GR_chr17_5137953_5137980_28_-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_005301_DQ577296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_012825_DQ587368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_000112_DQ570082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_017971_DQ594779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_011832_DQ586004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_002068_DQ572763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS000029CBC2_GR_chr17_5138667_5138695_29_-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_021031_DQ598917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_008410_DQ581415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_012072_DQ586312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_012959_DQ587561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS000063D80E_GR_chr17_5443057_5443118_62_+	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0
URS00004BEA80_GR_chr17_5460047_5460125_79_-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS000065A77D_GR_chr17_5514209_5514270_62_-	0	0	0.02	0.02	0.02	0	0	0	0.02	0	0	0	0	0	0	0	0.02	0
hsa_piR_021343_DQ599320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_000834_DQ571046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS0000527255_GR_chr17_6267210_6267244_35_-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS000011F010_GR_chr17_6451635_6451660_26_-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_020766_DQ598584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_020740_DQ598545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_017515_DQ594203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS000001A836_GR_chr17_6637713_6637740_28_-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_011707_DQ585842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_009199_DQ582458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS0000127CE9_GR_chr17_6652540_6652566_27_+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS000075F124_GR_chr17_6655440_6655509_70_-	0.25	0	0	0	0	0	0	0	0	0	0	0.45	0	0	0	0	0	0
URS00002A0C10_GR_chr17_6655447_6655468_22_-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS0000219A2E_GR_chr17_6655448_6655469_22_-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS00001F8FF2_GR_chr17_6655449_6655468_20_+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS000075E5DC_GR_chr17_6655449_6655502_54_+	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0
URS0000486E88_GR_chr17_6655481_6655502_22_+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS000040EE1D_GR_chr17_7017615_7017701_87_-	31.98	118.93	23.01	98.9	11.67	78.33	8.9	94.4	73.27	70.65	18.38	364.45	26.6	83.38	88.63	37.3	28.85	252.73
URS00006D9757_GR_chr17_7017620_7017696_77_-	31.98	118.93	23.01	98.9	11.67	78.33	8.9	94.4	73.27	70.65	18.38	364.45	26.6	83.38	88.63	37.3	28.85	252.73
URS0000EFC120_GR_chr17_7017626_7017687_62_-	31.98	118.93	23.01	98.9	11.67	78.33	8.9	94.4	73.27	70.65	18.38	364.05	26.6	83.38	88.63	37.3	28.85	252.73
URS000075E232_GR_chr17_7017627_7017649_23_-	1.7	3	1.4	13.7	1.2	3.8	0.2	6.8	5.2	7.2	1	21.7	2.2	6.6	13.6	4.6	3.3	39.23
URS0000476C64_GR_chr17_7017628_7017649_22_-	1.3	2.2	1	7.6	0.8	2.2	0.2	4	3.4	4.8	0.8	17.1	1.2	3.6	9.4	3.4	2.5	27.2
URS0000072D03_GR_chr17_7017666_7017687_22_-	30.08	115.93	21.41	83.4	10.47	74.33	8.7	87	67.27	63.25	17.38	340.95	24.2	75.98	75.03	32.5	25.55	213.3
URS00005B3525_GR_chr17_7017667_7017687_21_-	12.91	71.43	7.21	40.1	4.7	35	2.1	43.5	27.07	32.45	11.8	186.78	7.6	20.3	44.48	22.1	17.85	124.9
URS0000EFE706_GR_chr17_7017937_7017999_63_-	54.5	126.86	60.67	204.37	31.25	176.78	24.11	178.36	175.73	173.31	47.67	614.54	61.94	222.66	81.13	27.83	63.94	486.38
URS000007D64A_GR_chr17_7017938_7017959_22_-	1.5	0	3	0.5	0	0	1	0.5	0	0	0.5	2.5	0.5	2	2	0	5.5	1.5
URS00002AE1D6_GR_chr17_7017978_7017999_22_-	49	126.53	55.33	202.87	31.25	175.44	22.78	175.03	174.23	172.14	45.67	608.87	61.11	217.66	78.47	27.17	53.94	480.38
URS00001BC212_GR_chr17_7017979_7017999_21_-	20.33	38.53	13.67	41.46	9.5	37.78	3.44	32.69	42.57	24.81	6.33	222.38	14	53	20.47	8.67	19.5	129.69
hsa_piR_014726_DQ590156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS00007CCDF8_GR_chr17_7069385_7069401_17_+	706.02	1207.28	1787.66	370.25	271.38	192.06	497.24	461.68	626.2	173.89	545.32	3204.92	141.37	331.69	2876.7	4595.51	4334.41	539.21
URS00008BF265_GR_chr17_7070825_7070919_95_-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS00001A2661_GR_chr17_7133890_7133935_46_+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS000075CFD7_GR_chr17_7223297_7223379_83_-	75.1	20.6	70.5	36.42	65.62	25.2	12.05	32.84	62.62	24.92	22.15	100.53	30.5	54.64	54.75	18.85	58.97	87.4
URS0000EFDE70_GR_chr17_7223307_7223364_58_-	74.1	18.6	66.25	33.42	59.62	24.2	12.05	30.84	60.62	23.92	22.15	81.53	29.5	47.64	48.75	15.85	56.97	82.4
URS00004390F6_GR_chr17_7223308_7223327_20_-	4.8	6.8	6.6	7.52	5.3	8.7	2	11.77	11.77	12.07	7.55	24.77	4.9	9.14	11.9	3.4	13.37	29.6
URS000075BA95_GR_chr17_7223308_7223329_22_-	24.6	12.4	31.8	15.92	21.87	19.7	7.8	21.27	36.37	19.07	19.65	38.33	15	24.64	32	9.6	31.47	59.2
URS0000D50706_GR_chr17_7223308_7223330_23_-	24.6	12.4	31.8	15.92	21.87	19.7	7.8	21.27	36.37	19.07	19.65	38.33	15	24.64	32	9.6	31.47	59.2
URS000005481D_GR_chr17_7223342_7223364_23_-	48.75	6	34	16.75	36.5	4.25	3.75	9.38	23.5	4.75	2.5	41.75	14	22.75	16.5	6.25	25.5	22.75
URS000075BEBE_GR_chr17_7223343_7223364_22_-	26	3.75	18.25	8.25	21	1	1.5	6.12	12.75	3.25	1.75	27.75	8.75	11.25	13	4.5	17	16.75
hsa_piR_018361_DQ595269	0.5	0.5	0.5	0.5	0.5	0.5	0	0	0	0	0.5	1	1	0.5	1.5	0	0	0
URS0000155BF5_GR_chr17_7252546_7252573_28_+	0.5	0.5	0.5	0	0.5	0.5	0	0	0	0	0.5	0.5	0	0.5	0	0	0	0
hsa_piR_001645_DQ572230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
hsa_piR_004851_DQ576672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS0000B7C618_GR_chr17_7306831_7306888_58_-	0	0	0.5	0	0	0	0	0	0.25	0	0	1	1	0	0.5	0	0.5	0.5
URS0000B4C7D0_GR_chr17_7306866_7306888_23_-	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0.5	0	0.5	0.5
hsa_piR_023105_DQ601597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_011327_DQ585297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_010713_DQ584434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_011959_DQ586171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_011398_DQ585397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_011474_DQ585508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS000062FA9B_GR_chr17_7611181_7611273_93_+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS000072FC7F_GR_chr17_7621139_7621207_69_+	0.06	0	0	0.03	0	0.06	0.04	0.06	0	0	0	0.13	0	0	0.22	0	0.11	0.23
URS0000023A5F_GR_chr17_7688968_7688993_26_+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_009599_DQ582950	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa_piR_016524_DQ592761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS000032C281_GR_chr17_7932468_7932494_27_+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS0000612078_GR_chr17_8033531_8033606_76_+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS00006BB446_GR_chr17_8034487_8034584_98_-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS000075CFE3_GR_chr17_8088056_8088147_92_+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS000075BC08_GR_chr17_8088066_8088083_18_+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URS000032F6AC_GR_chr17_8119155_8119230_76_+	16.91	10.29	10.72	11.09	15.06	13.36	82.72	12.85	31.64	7.74	16.74	129.41	11.22	20.69	43.93	21.77	35.02	34.26
