gene_id	n
hsa_piR_010634_DQ584323	1
hsa_piR_010635_DQ584326	1
hsa_piR_010636_DQ584327	1
hsa_piR_010637_DQ584329	1
hsa_piR_010638_DQ584332	1
hsa_piR_010639_DQ584334	1
hsa_piR_010640_DQ584335	1
hsa_piR_010641_DQ584336	1
hsa_piR_010644_DQ584339	1
hsa_piR_010645_DQ584340	1
hsa_piR_010646_DQ584341	1
hsa_piR_010647_DQ584342	1
hsa_piR_010648_DQ584343	1
hsa_piR_010649_DQ584344	1
hsa_piR_010650_DQ584346	1
hsa_piR_010651_DQ584347	1
hsa_piR_010652_DQ584349	1
hsa_piR_010653_DQ584350	1
hsa_piR_010654_DQ584352	1
hsa_piR_010655_DQ584353	1
hsa_piR_010656_DQ584355	1
hsa_piR_010657_DQ584357	1
hsa_piR_010658_DQ584358	1
hsa_piR_010659_DQ584360	1
hsa_piR_010661_DQ584362	1
hsa_piR_010662_DQ584363	1
hsa_piR_010663_DQ584364	1
hsa_piR_010664_DQ584365	1
hsa_piR_010668_DQ584371	1
hsa_piR_010669_DQ584373	1
hsa_piR_010670_DQ584374	1
hsa_piR_010671_DQ584375	1
hsa_piR_010672_DQ584377	1
hsa_piR_010673_DQ584378	1
hsa_piR_010674_DQ584379	1
hsa_piR_010675_DQ584380	1
hsa_piR_010676_DQ584381	1
hsa_piR_010677_DQ584382	1
hsa_piR_010681_DQ584387	1
hsa_piR_010682_DQ584390	1
hsa_piR_010683_DQ584391	1
hsa_piR_010685_DQ584394	1
hsa_piR_010686_DQ584395	1
hsa_piR_010687_DQ584396	1
hsa_piR_010688_DQ584397	1
hsa_piR_010689_DQ584400	1
hsa_piR_010690_DQ584401	1
hsa_piR_010692_DQ584403	1
hsa_piR_010694_DQ584405	1
hsa_piR_010695_DQ584406	1
hsa_piR_010696_DQ584408	1
hsa_piR_010698_DQ584413	1
hsa_piR_010699_DQ584415	1
hsa_piR_010703_DQ584422	1
hsa_piR_010705_DQ584424	1
hsa_piR_010706_DQ584425	1
hsa_piR_010708_DQ584428	1
hsa_piR_010709_DQ584429	1
hsa_piR_010710_DQ584431	1
hsa_piR_010712_DQ584433	1
hsa_piR_010714_DQ584449	1
hsa_piR_010716_DQ584460	1
hsa_piR_010717_DQ584463	1
hsa_piR_010718_DQ584464	1
hsa_piR_010720_DQ584466	1
hsa_piR_010721_DQ584467	1
hsa_piR_010722_DQ584468	1
hsa_piR_010723_DQ584469	1
hsa_piR_010724_DQ584471	1
hsa_piR_010725_DQ584473	1
hsa_piR_010726_DQ584474	1
hsa_piR_010727_DQ584477	1
hsa_piR_010728_DQ584478	1
hsa_piR_010729_DQ584479	1
hsa_piR_010730_DQ584480	1
hsa_piR_010732_DQ584482	1
hsa_piR_010733_DQ584483	1
hsa_piR_010734_DQ584484	1
hsa_piR_010735_DQ584486	1
hsa_piR_010736_DQ584488	1
hsa_piR_010740_DQ584492	1
hsa_piR_010742_DQ584496	1
hsa_piR_010743_DQ584497	1
hsa_piR_010746_DQ584502	1
hsa_piR_010747_DQ584504	1
hsa_piR_010748_DQ584506	1
hsa_piR_010749_DQ584507	1
hsa_piR_010750_DQ584508	1
hsa_piR_010752_DQ584512	1
hsa_piR_010753_DQ584513	1
hsa_piR_010754_DQ584517	1
hsa_piR_010757_DQ584520	1
hsa_piR_010759_DQ584523	1
hsa_piR_010760_DQ584524	1
hsa_piR_010761_DQ584525	1
hsa_piR_010763_DQ584527	1
hsa_piR_010764_DQ584529	1
hsa_piR_010765_DQ584531	1
hsa_piR_010766_DQ584532	1
hsa_piR_010767_DQ584533	1
hsa_piR_010768_DQ584534	1
hsa_piR_010772_DQ584538	1
hsa_piR_010774_DQ584540	1
hsa_piR_010775_DQ584541	1
hsa_piR_010776_DQ584542	1
hsa_piR_010777_DQ584543	1
hsa_piR_010778_DQ584544	1
hsa_piR_010780_DQ584547	1
hsa_piR_010783_DQ584550	1
hsa_piR_010784_DQ584551	1
hsa_piR_010786_DQ584553	1
hsa_piR_010787_DQ584554	1
hsa_piR_010790_DQ584558	1
hsa_piR_010792_DQ584560	1
hsa_piR_010793_DQ584561	1
hsa_piR_010795_DQ584563	1
hsa_piR_010796_DQ584565	1
hsa_piR_010797_DQ584567	1
hsa_piR_010799_DQ584569	1
hsa_piR_010800_DQ584570	1
hsa_piR_010801_DQ584571	1
hsa_piR_010803_DQ584573	1
hsa_piR_010804_DQ584574	1
hsa_piR_010805_DQ584575	1
hsa_piR_010806_DQ584576	1
hsa_piR_010809_DQ584579	1
hsa_piR_010810_DQ584581	1
hsa_piR_010811_DQ584584	1
hsa_piR_010814_DQ584587	1
hsa_piR_010815_DQ584588	1
hsa_piR_010817_DQ584590	1
hsa_piR_010820_DQ584595	1
hsa_piR_010821_DQ584596	1
hsa_piR_010822_DQ584597	1
hsa_piR_010823_DQ584598	1
hsa_piR_010824_DQ584599	1
hsa_piR_010825_DQ584601	1
hsa_piR_010826_DQ584604	1
hsa_piR_010827_DQ584606	1
hsa_piR_010831_DQ584611	1
hsa_piR_010832_DQ584612	1
hsa_piR_010833_DQ584613	1
hsa_piR_010834_DQ584614	1
hsa_piR_010835_DQ584615	1
hsa_piR_010836_DQ584617	1
hsa_piR_010838_DQ584620	1
hsa_piR_010839_DQ584621	1
hsa_piR_010841_DQ584623	1
hsa_piR_010842_DQ584624	1
hsa_piR_010843_DQ584625	1
hsa_piR_010844_DQ584627	1
hsa_piR_010848_DQ584632	1
hsa_piR_010849_DQ584634	1
hsa_piR_010850_DQ584635	1
hsa_piR_010851_DQ584636	1
hsa_piR_010852_DQ584637	1
hsa_piR_010853_DQ584638	1
hsa_piR_010854_DQ584640	1
hsa_piR_010855_DQ584641	1
hsa_piR_010859_DQ584646	1
hsa_piR_010861_DQ584648	1
hsa_piR_010864_DQ584651	1
hsa_piR_010865_DQ584652	1
hsa_piR_010867_DQ584654	1
hsa_piR_010868_DQ584662	1
hsa_piR_010869_DQ584667	1
hsa_piR_010872_DQ584670	1
hsa_piR_010873_DQ584671	1
hsa_piR_010875_DQ584674	1
hsa_piR_010876_DQ584675	1
hsa_piR_010877_DQ584677	1
hsa_piR_010880_DQ584681	1
hsa_piR_010882_DQ584684	1
hsa_piR_010883_DQ584685	1
hsa_piR_010884_DQ584686	1
hsa_piR_010885_DQ584687	1
hsa_piR_010886_DQ584688	1
hsa_piR_010887_DQ584689	1
hsa_piR_010890_DQ584692	1
hsa_piR_010891_DQ584693	1
hsa_piR_010892_DQ584694	1
hsa_piR_010895_DQ584700	1
hsa_piR_010897_DQ584703	1
hsa_piR_010898_DQ584704	1
hsa_piR_010901_DQ584708	1
hsa_piR_010902_DQ584709	1
hsa_piR_010903_DQ584710	1
hsa_piR_010904_DQ584712	1
hsa_piR_010905_DQ584718	1
hsa_piR_010906_DQ584719	1
hsa_piR_010908_DQ584721	1
hsa_piR_010909_DQ584723	1
hsa_piR_010912_DQ584727	1
hsa_piR_010913_DQ584728	1
hsa_piR_010915_DQ584730	1
hsa_piR_010918_DQ584734	1
hsa_piR_010920_DQ584736	1
hsa_piR_010922_DQ584739	1
hsa_piR_010923_DQ584741	1
hsa_piR_010926_DQ584744	1
hsa_piR_010928_DQ584748	1
hsa_piR_010930_DQ584750	1
hsa_piR_010931_DQ584751	1
hsa_piR_010932_DQ584752	1
hsa_piR_010933_DQ584754	1
hsa_piR_010934_DQ584757	1
hsa_piR_010935_DQ584759	1
hsa_piR_010936_DQ584760	1
hsa_piR_010939_DQ584763	1
hsa_piR_010940_DQ584764	1
hsa_piR_010941_DQ584765	1
hsa_piR_010944_DQ584768	1
hsa_piR_010946_DQ584770	1
hsa_piR_010948_DQ584772	1
hsa_piR_010949_DQ584773	1
hsa_piR_010950_DQ584775	1
hsa_piR_010952_DQ584777	1
hsa_piR_010953_DQ584778	1
hsa_piR_010954_DQ584779	1
hsa_piR_010955_DQ584781	1
hsa_piR_010956_DQ584783	1
hsa_piR_010957_DQ584784	1
hsa_piR_010958_DQ584785	1
hsa_piR_010959_DQ584787	1
hsa_piR_010962_DQ584790	1
hsa_piR_010963_DQ584791	1
hsa_piR_010965_DQ584795	1
hsa_piR_010966_DQ584796	1
hsa_piR_010967_DQ584798	1
hsa_piR_010968_DQ584799	1
hsa_piR_010969_DQ584800	1
hsa_piR_010970_DQ584801	1
hsa_piR_010971_DQ584803	1
hsa_piR_010972_DQ584804	1
hsa_piR_010973_DQ584805	1
hsa_piR_010976_DQ584808	1
hsa_piR_010977_DQ584809	1
hsa_piR_010978_DQ584810	1
hsa_piR_010979_DQ584811	1
hsa_piR_010980_DQ584813	1
hsa_piR_010983_DQ584817	1
hsa_piR_010984_DQ584818	1
hsa_piR_010985_DQ584819	1
hsa_piR_010987_DQ584822	1
hsa_piR_010988_DQ584824	1
hsa_piR_010989_DQ584826	1
hsa_piR_010991_DQ584831	1
hsa_piR_010993_DQ584838	1
hsa_piR_010995_DQ584840	1
hsa_piR_010997_DQ584843	1
hsa_piR_010998_DQ584845	1
hsa_piR_010999_DQ584847	1
hsa_piR_011000_DQ584849	1
hsa_piR_011001_DQ584850	1
hsa_piR_011002_DQ584851	1
hsa_piR_011003_DQ584853	1
hsa_piR_011004_DQ584855	1
hsa_piR_011006_DQ584857	1
hsa_piR_011008_DQ584859	1
hsa_piR_011010_DQ584861	1
hsa_piR_011011_DQ584863	1
hsa_piR_011012_DQ584865	1
hsa_piR_011017_DQ584870	1
hsa_piR_011018_DQ584871	1
hsa_piR_011020_DQ584873	1
hsa_piR_011021_DQ584874	1
hsa_piR_011022_DQ584875	1
hsa_piR_011023_DQ584876	1
hsa_piR_011024_DQ584877	1
hsa_piR_011025_DQ584878	1
hsa_piR_011026_DQ584880	1
hsa_piR_011027_DQ584881	1
hsa_piR_011028_DQ584882	1
hsa_piR_011032_DQ584889	1
hsa_piR_011033_DQ584890	1
hsa_piR_011034_DQ584891	1
hsa_piR_011035_DQ584893	1
hsa_piR_011036_DQ584894	1
hsa_piR_011037_DQ584895	1
hsa_piR_011038_DQ584896	1
hsa_piR_011041_DQ584899	1
hsa_piR_011043_DQ584901	1
hsa_piR_011044_DQ584902	1
hsa_piR_011046_DQ584906	1
hsa_piR_011047_DQ584907	1
hsa_piR_011048_DQ584908	1
hsa_piR_011049_DQ584909	1
hsa_piR_011052_DQ584912	1
hsa_piR_011053_DQ584913	1
hsa_piR_011057_DQ584918	1
hsa_piR_011058_DQ584919	1
hsa_piR_011059_DQ584920	1
hsa_piR_011061_DQ584923	1
hsa_piR_011062_DQ584924	1
hsa_piR_011067_DQ584929	1
hsa_piR_011069_DQ584933	1
hsa_piR_011070_DQ584934	1
hsa_piR_011071_DQ584936	1
hsa_piR_011076_DQ584941	1
hsa_piR_011077_DQ584943	1
hsa_piR_011078_DQ584944	1
hsa_piR_011081_DQ584947	1
hsa_piR_011082_DQ584948	1
hsa_piR_011083_DQ584950	1
hsa_piR_011084_DQ584953	1
hsa_piR_011085_DQ584955	1
hsa_piR_011086_DQ584956	1
hsa_piR_011087_DQ584957	1
hsa_piR_011090_DQ584960	1
hsa_piR_011093_DQ584966	1
hsa_piR_011095_DQ584968	1
hsa_piR_011096_DQ584969	1
hsa_piR_011097_DQ584972	1
hsa_piR_011098_DQ584973	1
hsa_piR_011099_DQ584976	1
hsa_piR_011101_DQ584979	1
hsa_piR_011102_DQ584980	1
hsa_piR_011104_DQ584984	1
hsa_piR_011105_DQ584985	1
hsa_piR_011107_DQ584988	1
hsa_piR_011108_DQ584989	1
hsa_piR_011111_DQ584992	1
hsa_piR_011112_DQ584994	1
hsa_piR_011113_DQ584996	1
hsa_piR_011114_DQ584998	1
hsa_piR_011115_DQ584999	1
hsa_piR_011117_DQ585001	1
hsa_piR_011118_DQ585002	1
hsa_piR_011119_DQ585006	1
hsa_piR_011121_DQ585009	1
hsa_piR_011122_DQ585010	1
hsa_piR_011123_DQ585011	1
hsa_piR_011124_DQ585013	1
hsa_piR_011125_DQ585014	1
hsa_piR_011126_DQ585015	1
hsa_piR_011128_DQ585017	1
hsa_piR_011130_DQ585019	1
hsa_piR_011131_DQ585021	1
hsa_piR_011132_DQ585022	1
hsa_piR_011133_DQ585023	1
hsa_piR_011134_DQ585024	1
hsa_piR_011136_DQ585029	1
hsa_piR_011138_DQ585031	1
hsa_piR_011139_DQ585032	1
hsa_piR_011140_DQ585034	1
hsa_piR_011141_DQ585041	1
hsa_piR_011143_DQ585044	1
hsa_piR_011144_DQ585045	1
hsa_piR_011145_DQ585046	1
hsa_piR_011146_DQ585047	1
hsa_piR_011147_DQ585048	1
hsa_piR_011148_DQ585050	1
hsa_piR_011150_DQ585052	1
hsa_piR_011151_DQ585053	1
hsa_piR_011152_DQ585054	1
hsa_piR_011153_DQ585055	1
hsa_piR_011154_DQ585056	1
hsa_piR_011155_DQ585057	1
hsa_piR_011159_DQ585061	1
hsa_piR_011162_DQ585064	1
hsa_piR_011164_DQ585067	1
hsa_piR_011167_DQ585070	1
hsa_piR_011169_DQ585072	1
hsa_piR_011174_DQ585078	1
hsa_piR_011175_DQ585080	1
hsa_piR_011177_DQ585082	1
hsa_piR_011178_DQ585084	1
hsa_piR_011180_DQ585087	1
hsa_piR_011182_DQ585089	1
hsa_piR_011183_DQ585090	1
hsa_piR_011185_DQ585092	1
hsa_piR_011190_DQ585098	1
hsa_piR_011192_DQ585100	1
hsa_piR_011193_DQ585101	1
hsa_piR_011194_DQ585103	1
hsa_piR_011195_DQ585105	1
hsa_piR_011200_DQ585114	1
hsa_piR_011201_DQ585116	1
hsa_piR_011202_DQ585118	1
hsa_piR_011203_DQ585120	1
hsa_piR_011204_DQ585121	1
hsa_piR_011206_DQ585125	1
hsa_piR_011207_DQ585126	1
hsa_piR_011208_DQ585127	1
hsa_piR_011210_DQ585131	1
hsa_piR_011211_DQ585132	1
hsa_piR_011212_DQ585133	1
hsa_piR_011214_DQ585135	1
hsa_piR_011215_DQ585136	1
hsa_piR_011216_DQ585137	1
hsa_piR_011219_DQ585145	1
hsa_piR_011221_DQ585148	1
hsa_piR_011223_DQ585150	1
hsa_piR_011225_DQ585154	1
hsa_piR_011227_DQ585158	1
hsa_piR_011228_DQ585159	1
hsa_piR_011230_DQ585162	1
hsa_piR_011231_DQ585163	1
hsa_piR_011232_DQ585164	1
hsa_piR_011233_DQ585165	1
hsa_piR_011234_DQ585167	1
hsa_piR_011235_DQ585168	1
hsa_piR_011236_DQ585169	1
hsa_piR_011237_DQ585171	1
hsa_piR_011238_DQ585173	1
hsa_piR_011241_DQ585177	1
hsa_piR_011242_DQ585178	1
hsa_piR_011243_DQ585179	1
hsa_piR_011245_DQ585181	1
hsa_piR_011247_DQ585183	1
hsa_piR_011248_DQ585184	1
hsa_piR_011249_DQ585186	1
hsa_piR_011250_DQ585188	1
hsa_piR_011251_DQ585189	1
hsa_piR_011252_DQ585190	1
hsa_piR_011254_DQ585192	1
hsa_piR_011256_DQ585197	1
hsa_piR_011258_DQ585199	1
hsa_piR_011260_DQ585203	1
hsa_piR_011261_DQ585204	1
hsa_piR_011263_DQ585206	1
hsa_piR_011264_DQ585210	1
hsa_piR_011267_DQ585213	1
hsa_piR_011268_DQ585214	1
hsa_piR_011269_DQ585216	1
hsa_piR_011271_DQ585218	1
hsa_piR_011272_DQ585219	1
hsa_piR_011273_DQ585220	1
hsa_piR_011274_DQ585221	1
hsa_piR_011275_DQ585222	1
hsa_piR_011276_DQ585223	1
hsa_piR_011278_DQ585225	1
hsa_piR_011279_DQ585226	1
hsa_piR_011280_DQ585227	1
hsa_piR_011281_DQ585228	1
hsa_piR_011282_DQ585230	1
hsa_piR_011286_DQ585235	1
hsa_piR_011290_DQ585244	1
hsa_piR_011292_DQ585249	1
hsa_piR_011293_DQ585251	1
hsa_piR_011295_DQ585253	1
hsa_piR_011296_DQ585255	1
hsa_piR_011301_DQ585262	1
hsa_piR_011302_DQ585265	1
hsa_piR_011304_DQ585267	1
hsa_piR_011306_DQ585269	1
hsa_piR_011307_DQ585270	1
hsa_piR_011309_DQ585272	1
hsa_piR_011311_DQ585274	1
hsa_piR_011312_DQ585276	1
hsa_piR_011313_DQ585277	1
hsa_piR_011314_DQ585278	1
hsa_piR_011315_DQ585280	1
hsa_piR_011316_DQ585281	1
hsa_piR_011317_DQ585282	1
hsa_piR_011318_DQ585283	1
hsa_piR_011319_DQ585284	1
hsa_piR_011321_DQ585287	1
hsa_piR_011322_DQ585290	1
hsa_piR_011323_DQ585291	1
hsa_piR_011324_DQ585292	1
hsa_piR_011325_DQ585293	1
hsa_piR_011329_DQ585300	1
hsa_piR_011330_DQ585301	1
hsa_piR_011332_DQ585305	1
hsa_piR_011334_DQ585307	1
hsa_piR_011336_DQ585309	1
hsa_piR_011338_DQ585312	1
hsa_piR_011339_DQ585314	1
hsa_piR_011340_DQ585316	1
hsa_piR_011344_DQ585320	1
hsa_piR_011345_DQ585321	1
hsa_piR_011348_DQ585325	1
hsa_piR_011350_DQ585328	1
hsa_piR_011352_DQ585331	1
hsa_piR_011353_DQ585332	1
hsa_piR_011354_DQ585333	1
hsa_piR_011355_DQ585335	1
hsa_piR_011356_DQ585338	1
hsa_piR_011357_DQ585339	1
hsa_piR_011358_DQ585340	1
hsa_piR_011359_DQ585341	1
hsa_piR_011361_DQ585344	1
hsa_piR_011363_DQ585346	1
hsa_piR_011365_DQ585351	1
hsa_piR_011366_DQ585353	1
hsa_piR_011367_DQ585354	1
hsa_piR_011368_DQ585356	1
hsa_piR_011371_DQ585360	1
hsa_piR_011372_DQ585361	1
hsa_piR_011373_DQ585362	1
hsa_piR_011375_DQ585364	1
hsa_piR_011376_DQ585365	1
hsa_piR_011378_DQ585367	1
hsa_piR_011379_DQ585368	1
hsa_piR_011380_DQ585369	1
hsa_piR_011382_DQ585375	1
hsa_piR_011384_DQ585378	1
hsa_piR_011385_DQ585379	1
hsa_piR_011386_DQ585380	1
hsa_piR_011387_DQ585382	1
hsa_piR_011389_DQ585384	1
hsa_piR_011390_DQ585385	1
hsa_piR_011393_DQ585389	1
hsa_piR_011394_DQ585391	1
hsa_piR_011395_DQ585394	1
hsa_piR_011397_DQ585396	1
hsa_piR_011399_DQ585400	1
hsa_piR_011400_DQ585401	1
hsa_piR_011401_DQ585402	1
hsa_piR_011403_DQ585405	1
hsa_piR_011404_DQ585406	1
hsa_piR_011405_DQ585407	1
hsa_piR_011406_DQ585408	1
hsa_piR_011407_DQ585409	1
hsa_piR_011408_DQ585410	1
hsa_piR_011409_DQ585411	1
hsa_piR_011411_DQ585413	1
hsa_piR_011412_DQ585414	1
hsa_piR_011415_DQ585417	1
hsa_piR_011417_DQ585420	1
hsa_piR_011419_DQ585424	1
hsa_piR_011420_DQ585427	1
hsa_piR_011421_DQ585429	1
hsa_piR_011424_DQ585435	1
hsa_piR_011425_DQ585437	1
hsa_piR_011426_DQ585438	1
hsa_piR_011427_DQ585439	1
hsa_piR_011429_DQ585441	1
hsa_piR_011431_DQ585443	1
hsa_piR_011434_DQ585448	1
hsa_piR_011435_DQ585449	1
hsa_piR_011436_DQ585450	1
hsa_piR_011438_DQ585452	1
hsa_piR_011439_DQ585454	1
hsa_piR_011440_DQ585455	1
hsa_piR_011441_DQ585459	1
hsa_piR_011442_DQ585460	1
hsa_piR_011443_DQ585462	1
hsa_piR_011447_DQ585472	1
hsa_piR_011448_DQ585475	1
hsa_piR_011449_DQ585476	1
hsa_piR_011450_DQ585478	1
hsa_piR_011451_DQ585481	1
hsa_piR_011452_DQ585482	1
hsa_piR_011454_DQ585485	1
hsa_piR_011457_DQ585490	1
hsa_piR_011458_DQ585492	1
hsa_piR_011459_DQ585493	1
hsa_piR_011461_DQ585495	1
hsa_piR_011462_DQ585496	1
hsa_piR_011463_DQ585497	1
hsa_piR_011464_DQ585498	1
hsa_piR_011466_DQ585500	1
hsa_piR_011469_DQ585503	1
hsa_piR_011471_DQ585505	1
hsa_piR_011472_DQ585506	1
hsa_piR_011473_DQ585507	1
hsa_piR_011477_DQ585516	1
hsa_piR_011478_DQ585519	1
hsa_piR_011479_DQ585520	1
hsa_piR_011480_DQ585529	1
hsa_piR_011481_DQ585533	1
hsa_piR_011482_DQ585544	1
hsa_piR_011483_DQ585549	1
hsa_piR_011485_DQ585552	1
hsa_piR_011486_DQ585553	1
hsa_piR_011487_DQ585556	1
hsa_piR_011488_DQ585557	1
hsa_piR_011489_DQ585558	1
hsa_piR_011490_DQ585559	1
hsa_piR_011494_DQ585566	1
hsa_piR_011497_DQ585570	1
hsa_piR_011498_DQ585573	1
hsa_piR_011499_DQ585574	1
hsa_piR_011501_DQ585576	1
hsa_piR_011502_DQ585581	1
hsa_piR_011503_DQ585582	1
hsa_piR_011504_DQ585583	1
hsa_piR_011505_DQ585585	1
hsa_piR_011506_DQ585587	1
hsa_piR_011507_DQ585588	1
hsa_piR_011509_DQ585590	1
hsa_piR_011512_DQ585593	1
hsa_piR_011513_DQ585594	1
hsa_piR_011514_DQ585595	1
hsa_piR_011515_DQ585596	1
hsa_piR_011517_DQ585600	1
hsa_piR_011518_DQ585605	1
hsa_piR_011520_DQ585607	1
hsa_piR_011521_DQ585608	1
hsa_piR_011522_DQ585609	1
hsa_piR_011523_DQ585610	1
hsa_piR_011524_DQ585611	1
hsa_piR_011525_DQ585612	1
hsa_piR_011526_DQ585613	1
hsa_piR_011527_DQ585615	1
hsa_piR_011528_DQ585618	1
hsa_piR_011529_DQ585619	1
hsa_piR_011530_DQ585620	1
hsa_piR_011531_DQ585622	1
hsa_piR_011533_DQ585624	1
hsa_piR_011534_DQ585625	1
hsa_piR_011535_DQ585626	1
hsa_piR_011536_DQ585627	1
hsa_piR_011538_DQ585629	1
hsa_piR_011539_DQ585630	1
hsa_piR_011540_DQ585631	1
hsa_piR_011541_DQ585633	1
hsa_piR_011542_DQ585635	1
hsa_piR_011544_DQ585638	1
hsa_piR_011545_DQ585641	1
hsa_piR_011546_DQ585642	1
hsa_piR_011547_DQ585643	1
hsa_piR_011548_DQ585644	1
hsa_piR_011549_DQ585645	1
hsa_piR_011551_DQ585648	1
hsa_piR_011552_DQ585649	1
hsa_piR_011553_DQ585650	1
hsa_piR_011555_DQ585653	1
hsa_piR_011556_DQ585654	1
hsa_piR_011557_DQ585655	1
hsa_piR_011558_DQ585656	1
hsa_piR_011563_DQ585662	1
hsa_piR_011565_DQ585664	1
hsa_piR_011567_DQ585667	1
hsa_piR_011568_DQ585668	1
hsa_piR_011572_DQ585672	1
hsa_piR_011573_DQ585673	1
hsa_piR_011574_DQ585674	1
hsa_piR_011576_DQ585676	1
hsa_piR_011578_DQ585678	1
hsa_piR_011580_DQ585680	1
hsa_piR_011581_DQ585681	1
hsa_piR_011583_DQ585683	1
hsa_piR_011584_DQ585684	1
hsa_piR_011585_DQ585687	1
hsa_piR_011586_DQ585688	1
hsa_piR_011588_DQ585690	1
hsa_piR_011590_DQ585693	1
hsa_piR_011591_DQ585694	1
hsa_piR_011595_DQ585698	1
hsa_piR_011597_DQ585701	1
hsa_piR_011598_DQ585702	1
hsa_piR_011599_DQ585705	1
hsa_piR_011600_DQ585706	1
hsa_piR_011601_DQ585707	1
hsa_piR_011602_DQ585708	1
hsa_piR_011603_DQ585710	1
hsa_piR_011605_DQ585712	1
hsa_piR_011606_DQ585713	1
hsa_piR_011607_DQ585715	1
hsa_piR_011608_DQ585716	1
hsa_piR_011609_DQ585718	1
hsa_piR_011611_DQ585721	1
hsa_piR_011612_DQ585722	1
hsa_piR_011613_DQ585723	1
hsa_piR_011615_DQ585727	1
hsa_piR_011616_DQ585728	1
hsa_piR_011617_DQ585729	1
hsa_piR_011618_DQ585731	1
hsa_piR_011619_DQ585732	1
hsa_piR_011620_DQ585733	1
hsa_piR_011622_DQ585736	1
hsa_piR_011623_DQ585739	1
hsa_piR_011624_DQ585740	1
hsa_piR_011625_DQ585741	1
hsa_piR_011626_DQ585742	1
hsa_piR_011628_DQ585746	1
hsa_piR_011631_DQ585750	1
hsa_piR_011633_DQ585752	1
hsa_piR_011634_DQ585754	1
hsa_piR_011636_DQ585756	1
hsa_piR_011637_DQ585758	1
hsa_piR_011638_DQ585760	1
hsa_piR_011639_DQ585761	1
hsa_piR_011641_DQ585764	1
hsa_piR_011642_DQ585766	1
hsa_piR_011644_DQ585768	1
hsa_piR_011645_DQ585769	1
hsa_piR_011646_DQ585770	1
hsa_piR_011648_DQ585774	1
hsa_piR_011649_DQ585775	1
hsa_piR_011651_DQ585777	1
hsa_piR_011654_DQ585782	1
hsa_piR_011655_DQ585783	1
hsa_piR_011657_DQ585785	1
hsa_piR_011658_DQ585786	1
hsa_piR_011659_DQ585787	1
hsa_piR_011660_DQ585788	1
hsa_piR_011662_DQ585790	1
hsa_piR_011663_DQ585791	1
hsa_piR_011664_DQ585792	1
hsa_piR_011665_DQ585794	1
hsa_piR_011666_DQ585795	1
hsa_piR_011667_DQ585796	1
hsa_piR_011669_DQ585798	1
hsa_piR_011670_DQ585799	1
hsa_piR_011671_DQ585800	1
hsa_piR_011672_DQ585801	1
hsa_piR_011674_DQ585803	1
hsa_piR_011676_DQ585805	1
hsa_piR_011677_DQ585806	1
hsa_piR_011678_DQ585807	1
hsa_piR_011679_DQ585808	1
hsa_piR_011680_DQ585809	1
hsa_piR_011681_DQ585810	1
hsa_piR_011682_DQ585811	1
hsa_piR_011683_DQ585812	1
hsa_piR_011684_DQ585813	1
hsa_piR_011685_DQ585814	1
hsa_piR_011686_DQ585815	1
hsa_piR_011687_DQ585816	1
hsa_piR_011688_DQ585817	1
hsa_piR_011689_DQ585818	1
hsa_piR_011690_DQ585819	1
hsa_piR_011692_DQ585822	1
hsa_piR_011694_DQ585824	1
hsa_piR_011695_DQ585825	1
hsa_piR_011696_DQ585826	1
hsa_piR_011697_DQ585827	1
hsa_piR_011698_DQ585830	1
hsa_piR_011699_DQ585831	1
hsa_piR_011700_DQ585832	1
hsa_piR_011702_DQ585834	1
hsa_piR_011703_DQ585836	1
hsa_piR_011705_DQ585840	1
hsa_piR_011706_DQ585841	1
hsa_piR_011710_DQ585846	1
hsa_piR_011712_DQ585852	1
hsa_piR_011715_DQ585855	1
hsa_piR_011716_DQ585856	1
hsa_piR_011717_DQ585858	1
hsa_piR_011720_DQ585863	1
hsa_piR_011722_DQ585865	1
hsa_piR_011728_DQ585871	1
hsa_piR_011729_DQ585872	1
hsa_piR_011731_DQ585876	1
hsa_piR_011732_DQ585877	1
hsa_piR_011734_DQ585879	1
hsa_piR_011736_DQ585883	1
hsa_piR_011737_DQ585884	1
hsa_piR_011738_DQ585885	1
hsa_piR_011739_DQ585886	1
hsa_piR_011740_DQ585887	1
hsa_piR_011741_DQ585888	1
hsa_piR_011742_DQ585890	1
hsa_piR_011743_DQ585891	1
hsa_piR_011746_DQ585894	1
hsa_piR_011748_DQ585898	1
hsa_piR_011751_DQ585901	1
hsa_piR_011752_DQ585902	1
hsa_piR_011753_DQ585903	1
hsa_piR_011754_DQ585904	1
hsa_piR_011756_DQ585907	1
hsa_piR_011757_DQ585908	1
hsa_piR_011758_DQ585909	1
hsa_piR_011761_DQ585913	1
hsa_piR_011763_DQ585915	1
hsa_piR_011764_DQ585916	1
hsa_piR_011769_DQ585921	1
hsa_piR_011771_DQ585923	1
hsa_piR_011774_DQ585926	1
hsa_piR_011775_DQ585927	1
hsa_piR_011776_DQ585929	1
hsa_piR_011777_DQ585930	1
hsa_piR_011779_DQ585933	1
hsa_piR_011781_DQ585935	1
hsa_piR_011784_DQ585939	1
hsa_piR_011785_DQ585940	1
hsa_piR_011786_DQ585941	1
hsa_piR_011787_DQ585944	1
hsa_piR_011788_DQ585945	1
hsa_piR_011789_DQ585947	1
hsa_piR_011790_DQ585950	1
hsa_piR_011793_DQ585954	1
hsa_piR_011796_DQ585959	1
