seq_piBNK	seq_id	gene_type_piRNAs	gene_id	gene_type_genes	gene_name	type_piRNAs	type_genes
chr2_130074719_130074746_28_-	hsa_piR_011389_DQ585384	piRNA	ENSG00000196604.13	protein_coding	POTEF	exon	exon
chr2_130114883_130114908_26_-	hsa_piR_014832_DQ590292	piRNA	ENSG00000196604.13	protein_coding	POTEF	exon	exon
chr2_130120335_130120360_26_-	hsa_piR_011532_DQ585623	piRNA	ENSG00000196604.13	protein_coding	POTEF	exon	exon
chr2_130144768_130144794_27_-	hsa_piR_013120_DQ587792	piRNA	ENSG00000152076.18	protein_coding	CCDC74B	exon	exon
chr2_130460869_130460900_32_-	hsa_piR_012627_DQ587076	piRNA	ENSG00000196834.12	protein_coding	POTEI	exon	exon
chr2_130461085_130461111_27_-	hsa_piR_001509_DQ572062	piRNA	ENSG00000196834.12	protein_coding	POTEI	exon	exon
chr2_130462304_130462329_26_-	hsa_piR_014181_DQ589377	piRNA	ENSG00000196834.12	protein_coding	POTEI	exon	exon
chr2_130463291_130463318_28_-	hsa_piR_011389_DQ585384	piRNA	ENSG00000196834.12	protein_coding	POTEI	exon	exon
chr2_130657375_130657402_28_+	hsa_piR_011389_DQ585384	piRNA	ENSG00000222038.3	protein_coding	POTEJ	exon	exon
chr2_130762570_130762599_30_+	hsa_piR_005045_DQ576964	piRNA	ENSG00000178171.10	protein_coding	AMER3	exon	exon
chr2_131048478_131048503_26_-	hsa_piR_016055_DQ591915	piRNA	ENSG00000152102.18	protein_coding	FAM168B	exon	exon
chr2_131049025_131049054_30_-	hsa_piR_015206_DQ590774	piRNA	ENSG00000152102.18	protein_coding	FAM168B	exon	exon
chr2_131049197_131049222_26_-	hsa_piR_006741_DQ579211	piRNA	ENSG00000152102.18	protein_coding	FAM168B	exon	exon
chr2_131049199_131049225_27_-	hsa_piR_008590_DQ581663	piRNA	ENSG00000152102.18	protein_coding	FAM168B	exon	exon
chr2_131049335_131049361_27_-	hsa_piR_008267_DQ581234	piRNA	ENSG00000152102.18	protein_coding	FAM168B	exon	exon
chr2_131049522_131049548_27_-	hsa_piR_007804_DQ580628	piRNA	ENSG00000152102.18	protein_coding	FAM168B	exon	exon
chr2_131049778_131049804_27_-	hsa_piR_001746_DQ572350	piRNA	ENSG00000152102.18	protein_coding	FAM168B	exon	exon
chr2_131050313_131050342_30_-	hsa_piR_008265_DQ581232	piRNA	ENSG00000152102.18	protein_coding	FAM168B	exon	exon
chr2_131071877_131071904_28_-	hsa_piR_011064_DQ584926	piRNA	ENSG00000152102.18	protein_coding	FAM168B	exon	exon
chr2_131125810_131125836_27_+	hsa_piR_008541_DQ581595	piRNA	ENSG00000115762.16	protein_coding	PLEKHB2	exon	exon
chr2_131125841_131125866_26_+	hsa_piR_001586_DQ572159	piRNA	ENSG00000115762.16	protein_coding	PLEKHB2	exon	exon
chr2_131146779_131146804_26_+	hsa_piR_002077_DQ572774	piRNA	ENSG00000115762.16	protein_coding	PLEKHB2	exon	exon
chr2_131147111_131147136_26_+	hsa_piR_010702_DQ584420	piRNA	ENSG00000115762.16	protein_coding	PLEKHB2	exon	exon
chr2_131147425_131147454_30_+	URS0000289DE9_GR_chr2_131147425_131147454_30_+	piRNA	ENSG00000115762.16	protein_coding	PLEKHB2	exon	exon
chr2_131147425_131147455_31_+	hsa_piR_014488_DQ589845	piRNA	ENSG00000115762.16	protein_coding	PLEKHB2	exon	exon
chr2_131148545_131148572_28_+	hsa_piR_016566_DQ592809	piRNA	ENSG00000115762.16	protein_coding	PLEKHB2	exon	exon
chr2_131218558_131218583_26_+	hsa_piR_011532_DQ585623	piRNA	ENSG00000188219.14	protein_coding	POTEE	exon	exon
chr2_131224016_131224041_26_+	hsa_piR_014832_DQ590292	piRNA	ENSG00000188219.14	protein_coding	POTEE	exon	exon
chr2_131264181_131264208_28_+	hsa_piR_011389_DQ585384	piRNA	ENSG00000188219.14	protein_coding	POTEE	exon	exon
chr2_131265170_131265195_26_+	hsa_piR_014181_DQ589377	piRNA	ENSG00000188219.14	protein_coding	POTEE	exon	exon
chr2_131528173_131528199_27_+	hsa_piR_013120_DQ587792	piRNA	ENSG00000163040.14	protein_coding	CCDC74A	exon	exon
chr2_131532608_131532637_30_+	hsa_piR_005231_DQ577210	piRNA	ENSG00000163040.14	protein_coding	CCDC74A	exon	exon
chr2_132161492_132161518_27_-	hsa_piR_012478_DQ586880	piRNA	ENSG00000163046.15	protein_coding	ANKRD30BL	exon	exon
chr2_134452565_134452593_29_+	hsa_piR_023200_DQ601732	piRNA	ENSG00000152127.9	protein_coding	MGAT5	exon	exon
chr2_137620648_137620675_28_+	hsa_piR_018556_DQ595519	piRNA	ENSG00000144229.12	protein_coding	THSD7B	exon	exon
chr2_151423283_151423308_26_+	hsa_piR_008118_DQ581038	piRNA	ENSG00000080345.18	protein_coding	RIF1	exon	exon
chr2_169505459_169505487_29_+	URS000004A3E1_GR_chr1_6305674_6305702_29_-	piRNA	ENSG00000163093.12	protein_coding	BBS5	exon	exon
chr2_169505459_169505490_32_+	URS0000071247_GR_chr1_6305671_6305702_32_-	piRNA	ENSG00000163093.12	protein_coding	BBS5	exon	exon
chr2_169505492_169505517_26_+	URS00001F18A7_GR_chr1_6715729_6715754_26_-	piRNA	ENSG00000163093.12	protein_coding	BBS5	exon	exon
chr2_169505775_169505802_28_+	URS00004EE069_GR_chr1_7952886_7952913_28_+	piRNA	ENSG00000163093.12	protein_coding	BBS5	exon	exon
chr2_169506382_169506413_32_+	URS00004C7BAF_GR_chr1_6304799_6304830_32_-	piRNA	ENSG00000163093.12	protein_coding	BBS5	exon	exon
chr2_173221231_173221257_27_+	hsa_piR_002887_DQ573883	piRNA	ENSG00000091436.17	protein_coding	MAP3K20	exon	exon
chr2_174410094_174410121_28_+	URS00003565B5_GR_chr1_34571714_34571741_28_+	piRNA	ENSG00000144306.15	protein_coding	SCRN3	exon	exon
chr2_177551479_177551505_27_-	hsa_piR_012549_DQ586975	piRNA	ENSG00000196659.10	protein_coding	TTC30B	exon	exon
chr2_177552165_177552193_29_-	hsa_piR_004361_DQ576008	piRNA	ENSG00000196659.10	protein_coding	TTC30B	exon	exon
chr2_177617417_177617443_27_-	hsa_piR_012549_DQ586975	piRNA	ENSG00000197557.7	protein_coding	TTC30A	exon	exon
chr2_177618103_177618131_29_-	hsa_piR_004361_DQ576008	piRNA	ENSG00000197557.7	protein_coding	TTC30A	exon	exon
chr2_177627242_177627271_30_-	URS00003432D7_GR_chr1_8697595_8697624_30_-	piRNA	ENSG00000128655.18	protein_coding	PDE11A	exon	exon
chr2_185833208_185833238_31_+	hsa_piR_002271_DQ573063	piRNA	ENSG00000188738.15	protein_coding	FSIP2	exon	exon
chr2_187515336_187515361_26_-	hsa_piR_023187_DQ601715	piRNA	ENSG00000003436.16	protein_coding	TFPI	exon	exon
chr2_190881313_190881338_26_+	hsa_piR_005049_DQ576968	piRNA	ENSG00000115419.13	protein_coding	GLS	exon	exon
chr2_197707593_197707620_28_+	hsa_piR_020790_DQ598616	piRNA	ENSG00000247626.5	protein_coding	MARS2	exon	exon
chr2_200571770_200571795_26_+	hsa_piR_017358_DQ593998	piRNA	ENSG00000163535.18	protein_coding	SGO2	exon	exon
chr2_200996224_200996252_29_-	URS000051813E_GR_chr1_6010071_6010099_29_-	piRNA	ENSG00000155744.9	protein_coding	FAM126B	exon	exon
chr2_201116294_201116320_27_+	hsa_piR_019132_DQ596262	piRNA	ENSG00000003402.20	protein_coding	CFLAR	exon	exon
chr2_201136308_201136336_29_+	hsa_piR_017553_DQ594247	piRNA	ENSG00000003402.20	protein_coding	CFLAR	exon	exon
chr2_201136917_201136945_29_+	hsa_piR_000494_DQ570612	piRNA	ENSG00000003402.20	protein_coding	CFLAR	exon	exon
chr2_201137583_201137609_27_+	hsa_piR_012019_DQ586243	piRNA	ENSG00000003402.20	protein_coding	CFLAR	exon	exon
chr2_201137610_201137640_31_+	URS00004EE050_GR_chr2_201137610_201137640_31_+	piRNA	ENSG00000003402.20	protein_coding	CFLAR	exon	exon
chr2_201137678_201137706_29_+	URS00000BE364_GR_chr10_77780493_77780521_29_+	piRNA	ENSG00000003402.20	protein_coding	CFLAR	exon	exon
chr2_201137678_201137707_30_+	hsa_piR_001655_DQ572243	piRNA	ENSG00000003402.20	protein_coding	CFLAR	exon	exon
chr2_201137678_201137708_31_+	hsa_piR_001656_DQ572244	piRNA	ENSG00000003402.20	protein_coding	CFLAR	exon	exon
chr2_201137680_201137709_30_+	URS0000137715_GR_chr10_77780495_77780524_30_+	piRNA	ENSG00000003402.20	protein_coding	CFLAR	exon	exon
chr2_201137680_201137710_31_+	hsa_piR_008111_DQ581029	piRNA	ENSG00000003402.20	protein_coding	CFLAR	exon	exon
chr2_201137681_201137710_30_+	URS000029A0C5_GR_chr10_77780496_77780525_30_+	piRNA	ENSG00000003402.20	protein_coding	CFLAR	exon	exon
chr2_201137685_201137713_29_+	hsa_piR_023159_DQ601669	piRNA	ENSG00000003402.20	protein_coding	CFLAR	exon	exon
chr2_201137688_201137717_30_+	hsa_piR_020297_DQ597877	piRNA	ENSG00000003402.20	protein_coding	CFLAR	exon	exon
chr2_201137697_201137725_29_+	hsa_piR_017898_DQ594696	piRNA	ENSG00000003402.20	protein_coding	CFLAR	exon	exon
chr2_201138914_201138943_30_+	hsa_piR_002799_DQ573766	piRNA	ENSG00000003402.20	protein_coding	CFLAR	exon	exon
chr2_202275152_202275180_29_+	hsa_piR_012139_DQ586402	piRNA	ENSG00000055044.11	protein_coding	NOP58	exon	exon
chr2_203298304_203298330_27_+	hsa_piR_018910_DQ595978	piRNA	ENSG00000119004.16	protein_coding	CYP20A1	exon	exon
chr2_203427753_203427778_26_+	hsa_piR_021452_DQ599447	piRNA	ENSG00000138443.16	protein_coding	ABI2	exon	exon
chr2_203428967_203428994_28_+	hsa_piR_007388_DQ580070	piRNA	ENSG00000138443.16	protein_coding	ABI2	exon	exon
chr2_203429253_203429278_26_+	hsa_piR_019790_DQ597165	piRNA	ENSG00000138443.16	protein_coding	ABI2	exon	exon
chr2_203435173_203435198_26_-	URS00002999B3_GR_chr2_203435173_203435198_26_-	piRNA	ENSG00000173166.18	protein_coding	RAPH1	exon	exon
chr2_206162555_206162580_26_+	hsa_piR_013300_DQ588028	piRNA	ENSG00000114942.14	protein_coding	EEF1B2	exon	exon
chr2_207077546_207077571_26_-	hsa_piR_006513_DQ578906	piRNA	ENSG00000118263.15	protein_coding	KLF7	exon	exon
chr2_207611542_207611571_30_-	URS000008C7BD_GR_chr1_21053992_21054021_30_-	piRNA	ENSG00000144401.14	protein_coding	METTL21A	exon	exon
chr2_208304197_208304223_27_+	hsa_piR_004013_DQ575465	piRNA	ENSG00000115020.17	protein_coding	PIKFYVE	exon	exon
chr2_215334960_215334985_26_+	hsa_piR_004233_DQ575774	piRNA	ENSG00000138363.15	protein_coding	ATIC	exon	exon
chr2_216113097_216113124_28_+	hsa_piR_000106_DQ570075	piRNA	ENSG00000079246.16	protein_coding	XRCC5	exon	exon
chr2_216499269_216499295_27_+	URS00002FDE5F_GR_chr2_216499269_216499295_27_+	piRNA	ENSG00000197756.10	protein_coding	RPL37A	exon	exon
chr2_218642784_218642812_29_-	hsa_piR_000631_DQ570789	piRNA	ENSG00000115568.15	protein_coding	ZNF142	exon	exon
chr2_218644054_218644083_30_-	hsa_piR_001337_DQ571846	piRNA	ENSG00000115568.15	protein_coding	ZNF142	exon	exon
chr2_219200554_219200584_31_+	URS00004918CF_GR_chr1_11609784_11609814_31_-	piRNA	ENSG00000158552.13	protein_coding	ZFAND2B	exon	exon
chr2_219218559_219218588_30_-	hsa_piR_002339_DQ573157	piRNA	ENSG00000115657.14	protein_coding	ABCB6	exon	exon
chr2_219224164_219224192_29_-	hsa_piR_016780_DQ593089	piRNA	ENSG00000198925.12	protein_coding	ATG9A	exon	exon
chr2_219242781_219242808_28_-	hsa_piR_022336_DQ600564	piRNA	ENSG00000163521.16	protein_coding	GLB1L	exon	exon
chr2_219279835_219279864_30_+	hsa_piR_013066_DQ587711	piRNA	ENSG00000135924.15	protein_coding	DNAJB2	exon	exon
chr2_219282854_219282883_30_+	hsa_piR_002517_DQ573398	piRNA	ENSG00000135924.15	protein_coding	DNAJB2	exon	exon
chr2_219609499_219609524_26_+	URS000057C091_GR_chr2_219609499_219609524_26_+	piRNA	ENSG00000144589.22	protein_coding	STK11IP	exon	exon
chr2_222558840_222558866_27_+	hsa_piR_018431_DQ595354	piRNA	ENSG00000163082.10	protein_coding	SGPP2	exon	exon
chr2_223959535_223959563_29_+	hsa_piR_002499_DQ573370	piRNA	ENSG00000135900.4	protein_coding	MRPL44	exon	exon
chr2_224031273_224031301_29_-	hsa_piR_020303_DQ597884	piRNA	ENSG00000135919.13	protein_coding	SERPINE2	exon	exon
chr2_226864643_226864673_31_+	hsa_piR_000342_DQ570409	piRNA	ENSG00000144468.17	protein_coding	RHBDD1	exon	exon
chr2_229799347_229799374_28_-	hsa_piR_009595_DQ582942	piRNA	ENSG00000153827.13	protein_coding	TRIP12	exon	exon
chr2_230342164_230342190_27_+	URS00002B0A5E_GR_chr1_49006342_49006368_27_-	piRNA	ENSG00000185404.16	protein_coding	SP140L	exon	exon
chr2_231046997_231047026_30_+	hsa_piR_007821_DQ580649	piRNA	ENSG00000204128.6	protein_coding	C2orf72	exon	exon
chr2_231373522_231373549_28_+	URS00001948D8_GR_chr2_231373522_231373549_28_+	piRNA	ENSG00000135931.17	protein_coding	ARMC9	exon	exon
chr2_231373916_231373944_29_+	hsa_piR_018091_DQ594925	piRNA	ENSG00000135931.17	protein_coding	ARMC9	exon	exon
chr2_231455542_231455568_27_-	hsa_piR_012252_DQ586566	piRNA	ENSG00000115053.16	protein_coding	NCL	exon	exon
chr2_231460792_231460817_26_-	hsa_piR_009707_DQ583080	piRNA	ENSG00000115053.16	protein_coding	NCL	exon	exon
chr2_232130617_232130643_27_+	URS00003569DF_GR_chr2_232130617_232130643_27_+	piRNA	ENSG00000144535.19	protein_coding	DIS3L2	exon	exon
chr2_232550086_232550111_26_-	hsa_piR_001232_DQ571642	piRNA	ENSG00000221944.8	protein_coding	TIGD1	exon	exon
chr2_232582526_232582552_27_+	hsa_piR_014936_DQ590423	piRNA	ENSG00000135930.14	protein_coding	EIF4E2	exon	exon
chr2_235669767_235669792_26_+	hsa_piR_022545_DQ600841	piRNA	ENSG00000157985.19	protein_coding	AGAP1	exon	exon
chr2_235670180_235670207_28_+	hsa_piR_015495_DQ591178	piRNA	ENSG00000157985.19	protein_coding	AGAP1	exon	exon
chr2_235744773_235744802_30_+	hsa_piR_022254_DQ600467	piRNA	ENSG00000157985.19	protein_coding	AGAP1	exon	exon
chr2_235744786_235744813_28_+	hsa_piR_013116_DQ587787	piRNA	ENSG00000157985.19	protein_coding	AGAP1	exon	exon
chr2_235750414_235750440_27_+	hsa_piR_000468_DQ570578	piRNA	ENSG00000157985.19	protein_coding	AGAP1	exon	exon
chr2_235750434_235750459_26_+	hsa_piR_022261_DQ600474	piRNA	ENSG00000157985.19	protein_coding	AGAP1	exon	exon
chr2_235750443_235750473_31_+	hsa_piR_000501_DQ570619	piRNA	ENSG00000157985.19	protein_coding	AGAP1	exon	exon
chr2_235797760_235797787_28_+	hsa_piR_010852_DQ584637	piRNA	ENSG00000157985.19	protein_coding	AGAP1	exon	exon
chr2_235930763_235930789_27_+	hsa_piR_001003_DQ571281	piRNA	ENSG00000157985.19	protein_coding	AGAP1	exon	exon
chr2_236040770_236040796_27_+	hsa_piR_019971_DQ597431	piRNA	ENSG00000157985.19	protein_coding	AGAP1	exon	exon
chr2_236120195_236120222_28_+	hsa_piR_000643_DQ570804	piRNA	ENSG00000157985.19	protein_coding	AGAP1	exon	exon
chr2_236120212_236120237_26_+	hsa_piR_004317_DQ575903	piRNA	ENSG00000157985.19	protein_coding	AGAP1	exon	exon
chr2_236124530_236124558_29_+	hsa_piR_021943_DQ600053	piRNA	ENSG00000157985.19	protein_coding	AGAP1	exon	exon
chr2_236124646_236124677_32_+	hsa_piR_018612_DQ595593	piRNA	ENSG00000157985.19	protein_coding	AGAP1	exon	exon
chr2_236125853_236125880_28_+	URS000011D823_GR_chr2_236125853_236125880_28_+	piRNA	ENSG00000157985.19	protein_coding	AGAP1	exon	exon
chr2_236127975_236128002_28_+	hsa_piR_008732_DQ581851	piRNA	ENSG00000157985.19	protein_coding	AGAP1	exon	exon
chr2_236128277_236128305_29_+	hsa_piR_005161_DQ577119	piRNA	ENSG00000157985.19	protein_coding	AGAP1	exon	exon
chr2_236128539_236128568_30_+	hsa_piR_009411_DQ582714	piRNA	ENSG00000157985.19	protein_coding	AGAP1	exon	exon
chr2_236130369_236130397_29_+	URS000017BC0A_GR_chr2_236130369_236130397_29_+	piRNA	ENSG00000157985.19	protein_coding	AGAP1	exon	exon
chr2_236130594_236130619_26_+	hsa_piR_012279_DQ586605	piRNA	ENSG00000157985.19	protein_coding	AGAP1	exon	exon
chr2_236465620_236465646_27_-	hsa_piR_011343_DQ585319	piRNA	ENSG00000132321.17	protein_coding	IQCA1	exon	exon
chr2_237721751_237721776_26_+	hsa_piR_018294_DQ595189	piRNA	ENSG00000124831.19	protein_coding	LRRFIP1	exon	exon
chr2_238041718_238041746_29_+	hsa_piR_009587_DQ582932	piRNA	ENSG00000184182.18	protein_coding	UBE2F	exon	exon
chr2_238275759_238275787_29_-	hsa_piR_013149_DQ587824	piRNA	ENSG00000132326.12	protein_coding	PER2	exon	exon
chr2_238446390_238446417_28_+	hsa_piR_009386_DQ582687	piRNA	ENSG00000065802.12	protein_coding	ASB1	exon	exon
chr2_238447682_238447709_28_+	URS00001C1B0E_GR_chr2_238447682_238447709_28_+	piRNA	ENSG00000065802.12	protein_coding	ASB1	exon	exon
chr2_238447682_238447710_29_+	URS000048DA78_GR_chr2_238447682_238447710_29_+	piRNA	ENSG00000065802.12	protein_coding	ASB1	exon	exon
chr2_238447682_238447711_30_+	hsa_piR_007966_DQ580833	piRNA	ENSG00000065802.12	protein_coding	ASB1	exon	exon
chr2_238447915_238447943_29_+	hsa_piR_018678_DQ595683	piRNA	ENSG00000065802.12	protein_coding	ASB1	exon	exon
chr2_238448056_238448084_29_+	hsa_piR_016266_DQ592176	piRNA	ENSG00000065802.12	protein_coding	ASB1	exon	exon
chr2_238448852_238448880_29_+	hsa_piR_019445_DQ596701	piRNA	ENSG00000065802.12	protein_coding	ASB1	exon	exon
chr2_238449406_238449436_31_+	hsa_piR_006663_DQ579118	piRNA	ENSG00000065802.12	protein_coding	ASB1	exon	exon
chr2_238449958_238449985_28_+	hsa_piR_013141_DQ587816	piRNA	ENSG00000065802.12	protein_coding	ASB1	exon	exon
chr2_238450538_238450566_29_+	hsa_piR_019815_DQ597201	piRNA	ENSG00000065802.12	protein_coding	ASB1	exon	exon
chr2_238450626_238450654_29_+	hsa_piR_013117_DQ587788	piRNA	ENSG00000065802.12	protein_coding	ASB1	exon	exon
chr2_240012064_240012089_26_-	hsa_piR_000678_DQ570847	piRNA	ENSG00000130414.12	protein_coding	NDUFA10	exon	exon
chr2_240463431_240463457_27_+	hsa_piR_010937_DQ584761	piRNA	ENSG00000063660.9	protein_coding	GPC1	exon	exon
chr2_240523300_240523325_26_-	hsa_piR_010088_DQ583583	piRNA	ENSG00000144504.15	protein_coding	ANKMY1	exon	exon
chr2_240524041_240524068_28_-	hsa_piR_015856_DQ591675	piRNA	ENSG00000144504.15	protein_coding	ANKMY1	exon	exon
chr2_240524154_240524179_26_-	hsa_piR_022579_DQ600886	piRNA	ENSG00000144504.15	protein_coding	ANKMY1	exon	exon
chr2_240526449_240526475_27_-	hsa_piR_023006_DQ601449	piRNA	ENSG00000144504.15	protein_coding	ANKMY1	exon	exon
chr2_240558303_240558330_28_-	hsa_piR_007739_DQ580540	piRNA	ENSG00000144504.15	protein_coding	ANKMY1	exon	exon
chr2_240715574_240715602_29_-	hsa_piR_006686_DQ579144	piRNA	ENSG00000130294.16	protein_coding	KIF1A	exon	exon
chr2_240746101_240746129_29_-	URS0000451CA5_GR_chr2_240746101_240746129_29_-	piRNA	ENSG00000130294.16	protein_coding	KIF1A	exon	exon
chr2_241074090_241074119_30_-	hsa_piR_008086_DQ580995	piRNA	ENSG00000122085.17	protein_coding	MTERF4	exon	exon
chr2_241443135_241443165_31_+	hsa_piR_018826_DQ595870	piRNA	ENSG00000006607.14	protein_coding	FARP2	exon	exon
chr2_241721319_241721346_28_+	hsa_piR_012483_DQ586887	piRNA	ENSG00000168395.16	protein_coding	ING5	exon	exon
chr2_241735402_241735431_30_+	hsa_piR_003253_DQ574419	piRNA	ENSG00000180902.18	protein_coding	D2HGDH	exon	exon
chr2_241804042_241804069_28_+	hsa_piR_012399_DQ586775	piRNA	ENSG00000154252.12	protein_coding	GAL3ST2	exon	exon
chr20_436703_436728_26_-	hsa_piR_022567_DQ600872	piRNA	ENSG00000125875.14	protein_coding	TBC1D20	exon	exon
chr20_436747_436777_31_-	hsa_piR_013361_DQ588114	piRNA	ENSG00000125875.14	protein_coding	TBC1D20	exon	exon
chr20_438191_438216_26_-	hsa_piR_012218_DQ586516	piRNA	ENSG00000125875.14	protein_coding	TBC1D20	exon	exon
chr20_487479_487508_30_-	hsa_piR_018415_DQ595336	piRNA	ENSG00000101266.19	protein_coding	CSNK2A1	exon	exon
chr20_510301_510331_31_-	URS000040DA09_GR_chr1_1653871_1653901_31_+	piRNA	ENSG00000101266.19	protein_coding	CSNK2A1	exon	exon
chr20_844770_844798_29_+	hsa_piR_004242_DQ575783	piRNA	ENSG00000125898.13	protein_coding	FAM110A	exon	exon
chr20_1603920_1603947_28_-	hsa_piR_014698_DQ590123	piRNA	ENSG00000101307.16	protein_coding	SIRPB1	exon	exon
chr20_1922508_1922535_28_+	hsa_piR_014698_DQ590123	piRNA	ENSG00000198053.11	protein_coding	SIRPA	exon	exon
chr20_2144783_2144812_30_+	URS00001FA29C_GR_chr20_2144783_2144812_30_+	piRNA	ENSG00000125834.13	protein_coding	STK35	exon	exon
chr20_2144814_2144843_30_+	hsa_piR_011013_DQ584866	piRNA	ENSG00000125834.13	protein_coding	STK35	exon	exon
chr20_2144972_2145003_32_+	hsa_piR_019987_DQ597452	piRNA	ENSG00000125834.13	protein_coding	STK35	exon	exon
chr20_2145692_2145720_29_+	hsa_piR_010032_DQ583504	piRNA	ENSG00000125834.13	protein_coding	STK35	exon	exon
chr20_2146365_2146394_30_+	hsa_piR_009111_DQ582341	piRNA	ENSG00000125834.13	protein_coding	STK35	exon	exon
chr20_2146369_2146399_31_+	URS00003010BC_GR_chr20_2146369_2146399_31_+	piRNA	ENSG00000125834.13	protein_coding	STK35	exon	exon
chr20_2146383_2146412_30_+	hsa_piR_005341_DQ577351	piRNA	ENSG00000125834.13	protein_coding	STK35	exon	exon
chr20_2146995_2147023_29_+	hsa_piR_012448_DQ586839	piRNA	ENSG00000125834.13	protein_coding	STK35	exon	exon
chr20_2654255_2654285_31_+	hsa_piR_019676_DQ596993	piRNA	ENSG00000101361.17	protein_coding	NOP56	exon	exon
chr20_2656939_2656967_29_+	hsa_piR_012681_DQ587153	piRNA	ENSG00000101361.17	protein_coding	NOP56	exon	exon
chr20_2656940_2656967_28_+	URS00003C164B_GR_chr20_2656940_2656967_28_+	piRNA	ENSG00000101361.17	protein_coding	NOP56	exon	exon
chr20_2860751_2860780_30_+	hsa_piR_009741_DQ583125	piRNA	ENSG00000215305.10	protein_coding	VPS16	exon	exon
chr20_3163603_3163630_28_-	hsa_piR_021106_DQ599014	piRNA	ENSG00000088899.15	protein_coding	LZTS3	exon	exon
chr20_3650138_3650166_29_+	hsa_piR_020848_DQ598702	piRNA	ENSG00000088812.18	protein_coding	ATRN	exon	exon
chr20_3758611_3758639_29_-	hsa_piR_019858_DQ597265	piRNA	ENSG00000101220.18	protein_coding	C20orf27	exon	exon
chr20_3873830_3873856_27_+	hsa_piR_014957_DQ590452	piRNA	ENSG00000088888.18	protein_coding	MAVS	exon	exon
chr20_3929598_3929625_28_-	hsa_piR_017595_DQ594293	piRNA	ENSG00000101236.17	protein_coding	RNF24	exon	exon
chr20_3932349_3932375_27_-	hsa_piR_004334_DQ575968	piRNA	ENSG00000101236.17	protein_coding	RNF24	exon	exon
chr20_4869951_4869976_26_-	hsa_piR_005333_DQ577341	piRNA	ENSG00000089057.15	protein_coding	SLC23A2	exon	exon
chr20_5100787_5100815_29_-	hsa_piR_007056_DQ579628	piRNA	ENSG00000089063.15	protein_coding	TMEM230	exon	exon
chr20_5111531_5111559_29_-	hsa_piR_002622_DQ573540	piRNA	ENSG00000089063.15	protein_coding	TMEM230	exon	exon
chr20_5193806_5193833_28_+	URS000061B0A0_GR_chr20_5193806_5193833_28_+	piRNA	ENSG00000101290.14	protein_coding	CDS2	exon	exon
chr20_5194863_5194889_27_+	hsa_piR_001171_DQ571527	piRNA	ENSG00000101290.14	protein_coding	CDS2	exon	exon
chr20_5195797_5195823_27_+	hsa_piR_022518_DQ600809	piRNA	ENSG00000101290.14	protein_coding	CDS2	exon	exon
chr20_10623732_10623759_28_+	hsa_piR_012476_DQ586877	piRNA	ENSG00000149346.15	protein_coding	SLX4IP	exon	exon
chr20_11925273_11925299_27_+	hsa_piR_023285_DQ601848	piRNA	ENSG00000132640.15	protein_coding	BTBD3	exon	exon
chr20_17633499_17633526_28_-	hsa_piR_007771_DQ580579	piRNA	ENSG00000125844.16	protein_coding	RRBP1	exon	exon
chr20_17643035_17643062_28_-	hsa_piR_001277_DQ571749	piRNA	ENSG00000125844.16	protein_coding	RRBP1	exon	exon
chr20_17643054_17643079_26_-	hsa_piR_005446_DQ577484	piRNA	ENSG00000125844.16	protein_coding	RRBP1	exon	exon
chr20_17660210_17660235_26_-	hsa_piR_015688_DQ591440	piRNA	ENSG00000125844.16	protein_coding	RRBP1	exon	exon
chr20_18315816_18315841_26_+	hsa_piR_020413_DQ598046	piRNA	ENSG00000125846.15	protein_coding	ZNF133	exon	exon
chr20_19693364_19693389_26_+	hsa_piR_014721_DQ590151	piRNA	ENSG00000185052.12	protein_coding	SLC24A3	exon	exon
chr20_19872173_19872198_26_+	URS00004828B3_GR_chr1_37504185_37504210_26_+	piRNA	ENSG00000132669.13	protein_coding	RIN2	exon	exon
chr20_24963765_24963792_28_-	hsa_piR_010598_DQ584281	piRNA	ENSG00000101474.12	protein_coding	APMAP	exon	exon
chr20_25259280_25259305_26_+	URS00001AD649_GR_chr20_25259280_25259305_26_+	piRNA	ENSG00000100994.12	protein_coding	PYGB	exon	exon
chr20_25290590_25290616_27_+	hsa_piR_012554_DQ586982	piRNA	ENSG00000100994.12	protein_coding	PYGB	exon	exon
chr20_25296443_25296469_27_+	hsa_piR_002344_DQ573164	piRNA	ENSG00000100994.12	protein_coding	PYGB	exon	exon
chr20_25296678_25296703_26_+	hsa_piR_019365_DQ596598	piRNA	ENSG00000100994.12	protein_coding	PYGB	exon	exon
chr20_25407762_25407788_27_+	hsa_piR_022029_DQ600187	piRNA	ENSG00000101003.10	protein_coding	GINS1	exon	exon
chr20_25446554_25446580_27_+	URS000034701F_GR_chr20_25446554_25446580_27_+	piRNA	ENSG00000101003.10	protein_coding	GINS1	exon	exon
chr20_25674938_25674963_26_-	hsa_piR_008044_DQ580946	piRNA	ENSG00000130684.14	protein_coding	ZNF337	exon	exon
chr20_31909826_31909854_29_+	hsa_piR_007360_DQ580036	piRNA	ENSG00000131044.17	protein_coding	TTLL9	exon	exon
chr20_32235359_32235385_27_+	hsa_piR_012911_DQ587498	piRNA	ENSG00000101346.14	protein_coding	POFUT1	exon	exon
chr20_32235672_32235698_27_+	hsa_piR_003124_DQ574232	piRNA	ENSG00000101346.14	protein_coding	POFUT1	exon	exon
