smallRNA	logFC_Tumour_Normal_FC	P.Value_Tumour_Normal_FC	adj.P.Val_Tumour_Normal_FC	logFC_Tumour_Normal_salmon	P.Value_Tumour_Normal_salmon	adj.P.Val_Tumour_Normal_salmon	gene_type
hsa_piR_015249_DQ590830	0.5824747063790561	0.0620362873786131	0.11437712678853579	NA	NA	NA	piRNA
URS00005DBAF3_GR_chr17_31560050_31560071_22_+	0.5928822803429274	0.06329808049043109	0.11656653555104037	0.5191539600279178	0.09382833915989369	0.16755721040637928	miRNA
URS0000416117_GR_chr11_76235513_76235587_75_+	0.9223570939038441	0.06346971306458284	0.11674558006838273	0.25030223335635604	0.5601244757042556	0.6635012738907621	tRNA
URS0000EFEA48_GR_chr22_46112751_46112820_70_+	-0.6089143804729247	0.06359148560486626	0.11680465304590303	0.011654347267308296	0.9742442714975043	0.9849211103572192	precursor_RNA
URS0000EFD273_GR_chr11_64891158_64891223_66_-	0.5678260440643825	0.0636507191550332	0.11680465304590303	0.49143946540889694	0.0845736583604081	0.15659205197452883	precursor_RNA
URS00004BC34C_GR_chr22_46112749_46112822_74_+	-0.6084213167232093	0.0637382257382832	0.11681201626346699	0.16321260702438245	0.5315274992030714	0.6398280084240725	precursor_RNA
URS0000699FB5_GR_chr22_46112746_46112824_79_+	-0.6082175140481922	0.06382099016148976	0.11681201626346699	NA	NA	NA	precursor_RNA
URS000038D8D3_GR_chr17_8226610_8226691_82_-	0.5578868510852901	0.06400265820155118	0.11681201626346699	NA	NA	NA	tRNA
URS000062CFAD_GR_chr9_83969759_83969849_91_-	0.6643057101716927	0.06406887865525761	0.11681201626346699	NA	NA	NA	precursor_RNA
URS0000475C77_GR_chr11_122146520_122146595_76_-	-0.6068921999199866	0.06414679182854283	0.11681201626346699	NA	NA	NA	precursor_RNA
URS00003F0B88_GR_chr11_122146522_122146593_72_-	-0.606888736841519	0.06415058546808466	0.11681201626346699	NA	NA	NA	precursor_RNA
URS0000EFEF97_GR_chr11_122146522_122146589_68_-	-0.6068137765973027	0.06417588146533368	0.11681201626346699	-0.7497367527594054	0.11651742461537812	0.20238423076326797	precursor_RNA
hsa_piR_020364_DQ597971	1.1786822081091306	0.06439819553068898	0.11708084448163501	NA	NA	NA	piRNA
URS000062A2F0_GR_chr11_79402022_79402109_88_-	0.7530539383107286	0.06517624513107571	0.1181668732372973	NA	NA	NA	precursor_RNA
URS0000634A7A_GR_chr2_27050782_27050870_89_+	0.568384646354744	0.06520081871530849	0.1181668732372973	NA	NA	NA	tRNA
URS0000EFC7C8_GR_chr11_79402030_79402099_70_-	0.7527992514747694	0.06522148643945154	0.1181668732372973	0.7551202338598051	0.1472152695358481	0.23992615615824248	precursor_RNA
URS000039F481_GR_chr1_16545980_16546006_27_-	0.7503635247093512	0.06714106795202382	0.12150442401006387	NA	NA	NA	piRNA
URS000032234E_GR_chr1_198858927_198858947_21_-	0.7475592077932349	0.067291892086265	0.12163707221584076	NA	NA	NA	miRNA
URS00000F0F49_GR_chrX_134546680_134546701_22_-	0.7969470916683639	0.06742906431657879	0.12174476629771246	NA	NA	NA	miRNA
URS00005D117C_GR_chrX_45747033_45747056_24_-	-0.632566131802212	0.06902922240433118	0.1244449127856734	-0.7304079439138595	0.042073320684029435	0.09104058307050225	miRNA
URS00003841F3_GR_chr7_100094003_100094023_21_-	-0.5623579015985811	0.06908318612894936	0.1244449127856734	NA	NA	NA	miRNA
URS0000416056_GR_chr11_122146568_122146589_22_-	-0.6141624480416858	0.0694990342372018	0.1250504411905615	NA	NA	NA	miRNA
URS000075CFD7_GR_chr17_7223297_7223379_83_-	0.6049365084796601	0.07154955368488863	0.12859249682885485	-0.22991801061918338	0.46466177313718493	0.5731679564247144	precursor_RNA
URS00002E0A2C_GR_chr1_92837289_92837383_95_+	-0.5304914744287554	0.07269111541330409	0.13049469117102303	-0.5364412427904801	0.0542102848360778	0.11273659928161009	snoRNA
URS000075ABAA_GR_chr15_25080141_25080234_94_+	-0.9128155036080863	0.07300851269790745	0.13071312881708363	NA	NA	NA	snoRNA
URS000058D5C7_GR_chr9_4850299_4850373_75_+	-0.5345499491050454	0.07303552657462532	0.13071312881708363	-1.5474356393440525	2.2978751475696602e-4	0.002470507461327093	precursor_RNA
URS000075A0E6_GR_chr9_4850297_4850375_79_+	-0.5344597400835873	0.07306272401056874	0.13071312881708363	NA	NA	NA	precursor_RNA
URS000074D784_GR_chr1_172188399_172188467_69_-	0.5587213881012008	0.07321204407547015	0.13083109015308958	NA	NA	NA	tRNA
URS00006CFD5E_GR_chr11_93721797_93721866_70_+	0.7333901047119009	0.0743054533407887	0.13263396620215864	0.7203410142983913	0.07728755693718418	0.1470428519694733	snoRNA
URS00006BC7F5_GR_chr15_25080142_25080233_92_+	-0.9082016154651169	0.07444114500190142	0.13272517784998106	-1.133454909016856	0.11904105902846067	0.2051801746786136	snoRNA
URS000071DF37_GR_chr6_27553413_27553494_82_-	0.5447781101710749	0.0756834167057636	0.13478692487099103	NA	NA	NA	tRNA
URS00006DF24F_GR_chrX_45747031_45747100_70_-	-0.6174282810272391	0.07629343675512704	0.13571927694874641	NA	NA	NA	precursor_RNA
URS0000EFC1FF_GR_chr9_4850307_4850366_60_+	-0.5268048745778557	0.07681821790122763	0.13649805649719834	NA	NA	NA	precursor_RNA
URS0000273B65_GR_chr12_54337278_54337298_21_+	0.5530695701975761	0.07712569423403588	0.13688938263936912	NA	NA	NA	miRNA
URS0000155642_GR_chr11_64891203_64891223_21_-	0.5610554366045166	0.07776317422502796	0.1377808019764958	NA	NA	NA	miRNA
URS0000370AC5_GR_chr1_65058434_65058508_75_-	-0.5278195681046061	0.07783191425298008	0.1377808019764958	-1.8593945813827224	0.0016109980485564885	0.008362290448576453	precursor_RNA
URS0000EFDDC6_GR_chr1_65058440_65058499_60_-	-0.5276936534005436	0.0778913775354696	0.1377808019764958	-1.1470190006676102	0.005085632862702259	0.019433609832794164	precursor_RNA
URS0000EFC52F_GR_chr1_65058441_65058498_58_-	-0.527514103123293	0.07804841543145426	0.13790311240084654	NA	NA	NA	precursor_RNA
URS0000EFBE9C_GR_chrX_45747032_45747096_65_-	-0.6130401439964244	0.07833501405149876	0.13825380995140782	-0.42416848917550354	0.2952628010197089	0.4072903153850977	precursor_RNA
URS0000052456_GR_chr12_62603685_62603771_87_+	-0.5232349789144264	0.07855118583977685	0.1383286664329259	-0.8990987790641773	0.12118297988393491	0.2084718696087616	precursor_RNA
URS000075B982_GR_chr12_62603686_62603769_84_+	-0.5232498111067718	0.07855375512539005	0.1383286664329259	NA	NA	NA	precursor_RNA
URS00006B5455_GR_chr20_49280683_49280772_90_+	0.5608169520533917	0.0787638607300142	0.13854315861591066	0.5979825275256099	0.08919951619007584	0.16280724702985386	snoRNA
URS000075AD75_GR_chr17_12081966_12081986_21_+	0.7461683333931539	0.07925387342623509	0.13924896685975685	NA	NA	NA	miRNA
URS000053BCD6_GR_chr1_198859070_198859090_21_-	0.6031405429743035	0.07957781533048733	0.13966173630149287	NA	NA	NA	miRNA
URS00003E47B1_GR_chr3_188688794_188688815_22_+	-0.5012636600231657	0.08042875825145203	0.14099745440952874	-0.35157387416806696	0.2295979153683529	0.3391100789486528	miRNA
URS00006C8EDF_GR_chr12_124939966_124940037_72_+	-0.5413926489706551	0.08184632522359414	0.14332241548640537	-1.6759289062077967	0.021094033580582865	0.05275632022950471	tRNA
URS000064E10F_GR_chr6_144216547_144216629_83_+	0.6219787082802632	0.08198191085480167	0.14339979724769655	0.3141887397031202	0.37224507253288874	0.48728290835937915	tRNA
URS00004A7F38_GR_chr11_64891201_64891222_22_-	0.5750081425843789	0.08300211982903995	0.14502263475697513	NA	NA	NA	miRNA
URS0000278E1B_GR_chr12_56190364_56190445_82_+	0.5830835661030767	0.08310311611283874	0.14503758529593325	0.4116240954031034	0.26377647543425664	0.3775377711799304	tRNA
URS0000657EA4_GR_chrX_134169535_134169614_80_-	-0.5332218546751601	0.08356156398262876	0.14551397767896174	NA	NA	NA	precursor_RNA
URS00002E728C_GR_chrX_134169538_134169612_75_-	-0.5332218546751601	0.08356156398262876	0.14551397767896174	-1.162361305770192	0.003336987201881338	0.014406800515814625	precursor_RNA
URS0000EFEAAC_GR_chr12_62603690_62603767_78_+	-0.5177637176525147	0.08368384574736423	0.14556535917695618	-0.5787975821247997	0.07659937439935333	0.14682994810654226	precursor_RNA
URS000075BC52_GR_chrX_134546614_134546711_98_-	0.7489927944531303	0.08435719446022388	0.1464119890576231	NA	NA	NA	precursor_RNA
URS0000630758_GR_chrX_134546628_134546711_84_-	0.7489927944531303	0.08435719446022388	0.1464119890576231	NA	NA	NA	precursor_RNA
URS0000EFDF99_GR_chrX_134546642_134546701_60_-	0.7480687118820049	0.08447757494267565	0.1464589116961968	0.7031197407741612	0.11727822317832326	0.2033124409539272	precursor_RNA
URS0000EFE2B1_GR_chrX_134169543_134169604_62_-	-0.5317659722132273	0.08472812299064406	0.14673115339108225	NA	NA	NA	precursor_RNA
URS0000185C0B_GR_chr19_12706449_12706518_70_-	0.9921403287294763	0.08491607739013535	0.14689451535294637	0.9199399640239654	0.22411013189708298	0.3331968517277823	snoRNA
URS00000CF1D2_GR_chrX_85903681_85903702_22_-	-0.5394029556399333	0.08508239120988174	0.1470201231368992	NA	NA	NA	miRNA
URS000008DA94_GR_chr1_1167916_1167937_22_+	0.5845868662690461	0.08574177697089429	0.14799653252731917	NA	NA	NA	miRNA
URS00003C9A26_GR_chr13_44917927_44917998_72_-	0.682537791455867	0.08587902426951653	0.1480705374493093	0.8365263730822647	0.08178114184610798	0.15394092260903072	tRNA
URS0000EFF188_GR_chr9_4850308_4850365_58_+	-0.5094772314388862	0.08691799645343766	0.149557875729686	NA	NA	NA	precursor_RNA
URS0000D4EF33_GR_chr17_48579904_48579925_22_-	-0.8011390363755044	0.08693230252738919	0.149557875729686	NA	NA	NA	miRNA
URS0000259C2E_GR_chr13_91350618_91350677_60_+	0.5975369313314989	0.08766830285297326	0.15065889066409097	0.7349873079419806	0.06066952352859487	0.12270547776729324	precursor_RNA
URS0000EFE66D_GR_chr7_130877466_130877530_65_-	0.5293479797482954	0.0888820470888881	0.15257760599832104	0.1903293858923787	0.5874881172548857	0.6860394399153281	precursor_RNA
URS000032AA22_GR_chr13_91350605_91350688_84_+	0.5926511183476251	0.0894178156799979	0.15332956590373412	NA	NA	NA	precursor_RNA
URS00005CE4DD_GR_chr1_173867671_173867750_80_-	0.6941443603346267	0.08966562929789341	0.15339534784057368	NA	NA	NA	snoRNA
URS000002951F_GR_chr1_173867674_173867745_72_-	0.6941443603346267	0.08966562929789341	0.15339534784057368	0.8227229078456864	0.04738251251783124	0.1001164617435587	snoRNA
URS0000EFD067_GR_chr13_91350617_91350677_61_+	0.5925708296592891	0.08974947693922666	0.15339534784057368	0.1607992801318563	0.7280491470827197	0.8021940295463588	precursor_RNA
URS00004B4B85_GR_chrX_50003204_50003225_22_+	0.6937072969077875	0.08993716395170406	0.1534958055086094	0.5752466970208854	0.19403733063695672	0.2953313947660799	miRNA
URS0000EFEE66_GR_chr13_91351323_91351382_60_+	-0.5275097620309097	0.09000391400122411	0.1534958055086094	NA	NA	NA	precursor_RNA
URS0000150A7D_GR_chr7_130877459_130877539_81_-	0.5281471321028146	0.09050381008284476	0.154026423383136	NA	NA	NA	precursor_RNA
URS00003E2EF2_GR_chr13_91350606_91350687_82_+	0.590519361038357	0.09056750135353765	0.154026423383136	-0.4052652294319756	0.20091538911847862	0.3037407734484744	precursor_RNA
URS00003D8A8C_GR_chr7_130877465_130877535_71_-	0.5280101804318109	0.09060955308007299	0.154026423383136	NA	NA	NA	precursor_RNA
URS0000EFC8EF_GR_chr1_9151691_9151756_66_-	-0.506023975292714	0.09171098314941278	0.15573001359461977	-0.49406374513323037	0.07800019755068756	0.14808494165014255	precursor_RNA
URS0000EFEFA1_GR_chr1_207802450_207802512_63_-	0.5189818468347189	0.09223430062258976	0.15641367607601614	NA	NA	NA	precursor_RNA
URS0000EFBCA6_GR_chr19_45639047_45639070_24_-	0.6426564731643372	0.09231297899706242	0.15641367607601614	NA	NA	NA	miRNA
URS000003B38D_GR_chr6_26299676_26299748_73_+	0.6867157511952535	0.09288018021116078	0.15718321719409875	NA	NA	NA	tRNA
URS0000D52B16_GR_chr19_45639048_45639070_23_-	0.6412227907575421	0.09296751150804565	0.15718321719409875	NA	NA	NA	miRNA
URS000030BD69_GR_chr1_9151735_9151756_22_-	-0.5249108230283781	0.09320609145672308	0.15741696178212972	NA	NA	NA	miRNA
URS0000EFCAB8_GR_chr17_48579864_48579925_62_-	-0.7875298096043206	0.09364559959125378	0.1579891889878249	NA	NA	NA	precursor_RNA
URS000003F252_GR_chr1_198859069_198859090_22_-	0.5727511956283307	0.09390655259098057	0.15823519847362516	0.577243148386537	0.09416776730843002	0.16755721040637928	miRNA
URS0000241987_GR_chr9_124692518_124692539_22_+	-0.48113288904411533	0.09399311980715018	0.15823519847362516	-0.5439663210348797	0.06332083185364558	0.1268525943933042	miRNA
URS00001646B5_GR_chr1_9151734_9151756_23_-	-0.5030059349092619	0.09447376134285317	0.15887388161515179	NA	NA	NA	miRNA
URS000075D737_GR_chr1_65058442_65058463_22_-	-0.5103329829471992	0.09524381750277161	0.15999737651161527	0.025322935735436758	0.9226229668255925	0.9486671573667769	miRNA
URS00006D69C0_GR_chr6_26322818_26322890_73_+	0.7060610865343386	0.09570620937366682	0.16060218449976815	NA	NA	NA	tRNA
URS00003768C5_GR_chr13_91351361_91351382_22_+	-0.5276252317510028	0.09588178333980238	0.16072491245742515	-0.25350823216857954	0.40197838629117233	0.5135816120608527	miRNA
URS000064F123_GR_chr1_9151680_9151769_90_-	-0.49626020957613814	0.09723040626110498	0.16281164079367524	NA	NA	NA	precursor_RNA
URS00000F11D1_GR_chrX_66018937_66018957_21_+	-0.6091049048301624	0.09801522348577013	0.16392323584622545	NA	NA	NA	miRNA
URS000051BA34_GR_chr1_16514123_16514171_49_-	0.5581525241167808	0.0981031985083529	0.16392323584622545	1.6294440532472914	0.006586298002383131	0.022924401574186248	snRNA
URS000075A0E5_GR_chr19_45638994_45639087_94_-	0.6205122435764414	0.10076207673742442	0.16800818108503604	NA	NA	NA	precursor_RNA
URS000066DE63_GR_chr19_45638994_45639090_97_-	0.6205122435764414	0.10076207673742442	0.16800818108503604	NA	NA	NA	precursor_RNA
URS000072632B_GR_chr10_98395218_98395307_90_-	-0.5665081531092033	0.10116356944844294	0.16849855675648298	NA	NA	NA	precursor_RNA
URS0000305D7E_GR_chr16_636735_636806_72_-	0.6011137166613296	0.10146228506794684	0.16881688788081506	0.73608723911238	0.07616795375084788	0.14646428794060257	tRNA
URS00002CBE8B_GR_chr14_104117418_104117497_80_+	0.6911362880726504	0.10205933717310486	0.16963040256843384	-0.13374158774403	0.7816088032711412	0.8446266008874668	precursor_RNA
URS000028D811_GR_chr9_83969771_83969792_22_-	0.5447463992251076	0.10224710817293493	0.16976265896649198	0.6328881481240893	0.08335379875351819	0.15559362192972567	miRNA
URS0000EFCA69_GR_chr10_98395231_98395292_62_-	-0.5631132807259247	0.10237785624116133	0.1698000596642517	-0.8276480563690845	0.03294604439745738	0.07490453321471582	precursor_RNA
URS0000EFC5AB_GR_chr9_83969770_83969834_65_-	0.5467812660149458	0.10352793937669372	0.17127024791635817	0.46830074484063955	0.21516837391665272	0.32257295455284496	precursor_RNA
URS000075BF74_GR_chr9_124693710_124693798_89_+	0.6071027823993838	0.10352991587595649	0.17127024791635817	NA	NA	NA	precursor_RNA
URS00000BE495_GR_chr17_30117131_30117153_23_+	0.4998164650560577	0.1035917560692313	0.17127024791635817	0.5823114058429715	0.04102220139857335	0.08963001668106782	miRNA
URS0000EFD2FF_GR_chr9_124693724_124693784_61_+	0.6067697692995813	0.10371890463699875	0.17129995934258002	1.4376248026354217	0.0026928686180233362	0.012401005225563876	precursor_RNA
URS0000EFBB09_GR_chrX_85903638_85903702_65_-	-0.4985614323938501	0.10414212831203411	0.171753597121719	-0.5134659645410942	0.10894848566384034	0.19034190686017244	precursor_RNA
URS000064F901_GR_chrX_85903636_85903707_72_-	-0.49845454928241306	0.1042125076226109	0.171753597121719	NA	NA	NA	precursor_RNA
URS0000EFEEB6_GR_chr19_45639006_45639070_65_-	0.6143189740385067	0.10499233277500786	0.17285726141027	4.824970693120354	0.003086963748384292	0.01372323488143116	precursor_RNA
URS000075A82F_GR_chr15_25097662_25097755_94_+	0.6585596119177968	0.10699334168955398	0.17578277812660753	NA	NA	NA	snoRNA
URS000071037B_GR_chr15_25097663_25097754_92_+	0.6585596119177968	0.10699334168955398	0.17578277812660753	0.46997777250170314	0.24916503863138928	0.3608874269209477	snoRNA
URS000021601A_GR_chr17_48579906_48579926_21_-	-0.6791361460986316	0.11073654100037435	0.1817422937547985	NA	NA	NA	miRNA
URS000038F4B2_GR_chr12_98504252_98504323_72_+	0.518459217531579	0.11129260539114637	0.1824640520989641	1.1504983626483654	0.01055568661258714	0.03199355534205464	tRNA
URS0000096022_GR_chr17_1713914_1713935_22_-	-0.6385328297323802	0.11267599437140344	0.18438061734717387	-0.6530942533055146	0.12345073510438649	0.21196703656546667	miRNA
URS00002B6637_GR_chr13_91351314_91351391_78_+	-0.49442136963310723	0.1126966297233523	0.18438061734717387	-0.6703635606704967	0.03193260053760342	0.07352685969940478	precursor_RNA
URS0000673CBC_GR_chr3_52691378_52691453_76_+	0.4605720601887171	0.11312132643054516	0.18488266788492225	0.4653337008146998	0.08715575143061657	0.15972625466264018	snoRNA
URS0000574E81_GR_chr1_198858924_198858947_24_-	0.5864723670225489	0.1133852333049096	0.18512115614506053	NA	NA	NA	miRNA
URS00004023EA_GR_chr12_62603691_62603712_22_+	-0.48442508781443916	0.11396772863368441	0.18564965838006373	NA	NA	NA	miRNA
URS00005FDE70_GR_chr16_67202327_67202348_22_-	-0.5479185338882298	0.11415762171835318	0.18564965838006373	-0.5454373289772727	0.1306421801916279	0.21969415320614583	miRNA
URS0000726168_GR_chr16_67202312_67202395_84_-	-0.5472066050994036	0.11430055449021131	0.18564965838006373	-0.6920604410891205	0.04266932569267882	0.09210830401929226	precursor_RNA
URS000075CB46_GR_chr16_67202321_67202395_75_-	-0.5472066050994036	0.11430055449021131	0.18564965838006373	NA	NA	NA	precursor_RNA
URS0000EFE30B_GR_chr16_67202326_67202388_63_-	-0.5472066050994036	0.11430055449021131	0.18564965838006373	NA	NA	NA	precursor_RNA
URS00003A4D14_GR_chr17_1713903_1713987_85_-	-0.6335409608946883	0.11510035159788459	0.18675537916968038	-0.6726744072550641	0.11088854350112132	0.19335516905632416	precursor_RNA
URS0000EFCEE7_GR_chr17_1713913_1713973_61_-	-0.6333208701244857	0.11525146909486333	0.18680739153909148	-0.2192936164228101	0.5466674514377461	0.6536715997218322	precursor_RNA
URS00003380C1_GR_chr19_45639049_45639070_22_-	0.6050224597900682	0.11650881005804826	0.18865048811256732	NA	NA	NA	miRNA
URS0000605E00_GR_chr1_198858925_198858947_23_-	0.5817719537806587	0.11921980145256618	0.19284110152482098	NA	NA	NA	miRNA
URS0000237CBD_GR_chr12_62603747_62603768_22_+	-0.8255640872512879	0.12013399825729687	0.19411971500071967	-0.9545264859411322	0.0859051758337136	0.1584042051307491	miRNA
hsa_piR_020365_DQ597975	-0.556946452755654	0.12328536785159946	0.19900693637773617	-1.492346415769938	0.0015459409457163013	0.008166205701489638	piRNA
URS0000D4F78B_GR_chr12_62603747_62603767_21_+	-0.8207246629381628	0.12378264137092998	0.1995926245850926	NA	NA	NA	miRNA
URS000064BA0B_GR_chr17_2330276_2330370_95_-	0.5068730733744404	0.12402983363318375	0.1995926245850926	0.4272577216736453	0.21628533722929288	0.3237070547198417	snoRNA
URS000030BA79_GR_chr17_2330279_2330370_92_-	0.5068730733744404	0.12402983363318375	0.1995926245850926	NA	NA	NA	snoRNA
URS00002BF476_GR_chr6_27209849_27209930_82_+	0.591587128126992	0.12532384816292524	0.20146835836847307	NA	NA	NA	tRNA
hsa_piR_001346_DQ571858	0.6086142882319927	0.12547376760933862	0.2015029082692449	0.7287882495864135	0.08314450118861409	0.15559362192972567	piRNA
URS00002CA973_GR_chr6_26575570_26575660_91_+	-0.5943324580856275	0.12791703560674447	0.20521659393351951	NA	NA	NA	tRNA
URS0000ABD85F_GR_chr3_52691378_52691444_67_+	0.4418445441654919	0.12874446274842502	0.20633305623317555	NA	NA	NA	snoRNA
hsa_piR_009294_DQ582566	0.4161302675180467	0.12909345825647978	0.2066812612289967	0.23153273960004306	0.3673767507322506	0.4816121491351257	piRNA
URS0000EFE822_GR_chr17_48579863_48579926_64_-	-0.7590640185692354	0.1293720376953463	0.20691613368399425	-0.6277636684380283	0.2271220223428822	0.337116654651088	precursor_RNA
URS000075B8C2_GR_chr8_124821985_124822051_67_+	-0.8229709253258464	0.13056896791589867	0.20840560596138863	NA	NA	NA	precursor_RNA
URS0000EFF403_GR_chr8_124821989_124822048_60_+	-0.8229709253258464	0.13056896791589867	0.20840560596138863	-1.2821549985644263	0.15460111529777235	0.24929166571643774	precursor_RNA
URS0000538196_GR_chr17_48579858_48579933_76_-	-0.7551065530727872	0.13129525378551224	0.2093518833226308	0.0015289196844481268	0.9975923896448451	0.9985803825180634	precursor_RNA
URS000001388A_GR_chr6_85677294_85677368_75_-	0.49328192583883634	0.13307861850595024	0.2119800532343512	1.04226061633765	0.015029199909642837	0.04102194990534732	snoRNA
URS000016D2D4_GR_chr17_48579904_48579926_23_-	-0.7540641122309797	0.1336938439316884	0.2127440579399788	NA	NA	NA	miRNA
URS00002C10B3_GR_chr19_51692618_51692639_22_+	0.4571927272739291	0.1344518850629261	0.21373354373225031	0.5211275694546149	0.0635675584376246	0.1268525943933042	miRNA
URS0000EFC831_GR_chr1_172138815_172138878_64_-	-0.5095426328074275	0.1348484506572565	0.21405884130976796	-0.407399884389382	0.2424291856309439	0.35283858783887784	precursor_RNA
URS00002F13BD_GR_chr6_31536374_31536449_76_-	0.6071442478824476	0.13500333436460865	0.21405884130976796	0.5667160769594424	0.19688820676037225	0.298658124443943	snoRNA
URS0000EFD207_GR_chr19_51692617_51692677_61_+	0.45609821721072485	0.13522843414647825	0.21405884130976796	0.1408804850578349	0.6156086416044146	0.7079301984043279	precursor_RNA
URS000068AEF6_GR_chr19_51692611_51692683_73_+	0.45594755493904415	0.1353386683105735	0.21405884130976796	NA	NA	NA	precursor_RNA
URS000075E904_GR_chr19_51692612_51692681_70_+	0.45594755493904415	0.1353386683105735	0.21405884130976796	-0.3764891273358604	0.330754292811442	0.440025711029148	precursor_RNA
URS00004F0321_GR_chr1_146035692_146035763_72_+	0.7099493133944588	0.1359219130406488	0.21476483540863844	0.8538112777333113	0.0815528666719941	0.1538539375450645	tRNA
URS00000FA8B2_GR_chr2_27050782_27050871_90_+	0.5941388657001818	0.13830698310028156	0.21831353771060538	1.2024431657360362	0.004508763993510754	0.01795168822366843	tRNA
URS000055DE1B_GR_chr17_48579905_48579926_22_-	-0.7384303505800354	0.13904351476228496	0.21917025756143702	NA	NA	NA	miRNA
URS000031E6A1_GR_chrX_85903641_85903663_23_-	-0.4905725465945401	0.13912911187456423	0.21917025756143702	NA	NA	NA	miRNA
URS0000636A63_GR_chr1_143792724_143792795_72_-	0.5764142784281883	0.14059063848051692	0.22118503229016714	NA	NA	NA	tRNA
URS0000060C37_GR_chr19_13874725_13874745_21_+	-0.5271055345123186	0.14069003328590618	0.22118503229016714	NA	NA	NA	miRNA
URS00005140D0_GR_chr8_124821990_124822011_22_+	-0.8039455194475091	0.1409692302066661	0.22119083859377944	-0.5086504230620754	0.46154340058213605	0.5716772051348389	miRNA
URS0000EFCE2E_GR_chrX_50009772_50009794_23_+	0.5351894117206546	0.14100641040453216	0.22119083859377944	0.5426016398808158	0.133491037338324	0.22240250747646556	miRNA
URS00002ED61F_GR_chr17_12081909_12081930_22_+	-0.4692799274395285	0.14111665355791791	0.22119083859377944	-0.6826332696067032	0.04404491530837683	0.09439697839360953	miRNA
URS00005EA0AD_GR_chr1_161440826_161440896_71_-	0.46008436003975905	0.14130220296167906	0.2212606351765214	NA	NA	NA	tRNA
URS00000335D1_GR_chr19_3982507_3982572_66_-	0.7470683422691207	0.14159749666427673	0.22150196636714872	0.598474242926889	0.34132645160370567	0.45141554276896567	snoRNA
URS000073124E_GR_chr2_71046358_71046430_73_-	0.7853336853150497	0.14206635408126517	0.22201405334014446	NA	NA	NA	tRNA
URS0000EFEDDD_GR_chrX_50009734_50009794_61_+	0.520041266897179	0.14447094428986662	0.22554717571223953	NA	NA	NA	precursor_RNA
URS0000632610_GR_chr6_31837076_31837142_67_+	0.6299817015425946	0.14596549606898357	0.2276539396940708	0.8093768416879925	0.07691407580423805	0.14682994810654226	snoRNA
URS00002B6904_GR_chr13_50049118_50049202_85_-	0.4363483937124668	0.14648976569286384	0.22824472926723274	NA	NA	NA	precursor_RNA
URS0000171CD1_GR_chr13_50049119_50049201_83_-	0.435266591786184	0.14750750176404612	0.22954675593092325	NA	NA	NA	precursor_RNA
URS0000EFE1EB_GR_chr13_50049129_50049188_60_-	0.4352294832082535	0.1476180221378595	0.22954675593092325	0.46793826702161745	0.08974743869806649	0.163204972277525	precursor_RNA
URS00005FAA14_GR_chr17_12081966_12081987_22_+	0.598040281876353	0.1491361984248823	0.23167791616697062	0.5991319006105287	0.19753010595388237	0.2991265348171777	miRNA
URS00006F5B12_GR_chr11_47726894_47726992_99_-	0.5751535449673493	0.15149885262237095	0.23511543003412463	1.192591346066564	0.38625482439941605	0.5012381969807451	Y_RNA
URS00002C6949_GR_chrX_45747036_45747056_21_-	-0.4818721583474086	0.15176596636672218	0.23529723441639042	NA	NA	NA	miRNA
URS0000287398_GR_chr1_16535279_16535350_72_-	0.5353020943649087	0.15304660543326237	0.23704849350916946	NA	NA	NA	tRNA
URS0000CAD556_GR_chr3_188688794_188688813_20_+	-0.4305204206483668	0.15332082760181043	0.23723903205842264	NA	NA	NA	miRNA
URS00006A65B9_GR_chr3_184325696_184325771_76_+	-0.5587004285098551	0.1535050010023072	0.23728999662327097	-0.3868066509360393	0.3179842901722565	0.4293983346987764	snoRNA
URS000049C11C_GR_chr17_8120925_8121012_88_+	0.6571481888566018	0.15475776324703036	0.23899107336081754	2.9993257906870303	0.05529239827952358	0.11417585189100335	tRNA
URS00002CA973_GR_chr6_26568858_26568948_91_+	0.43039184482077	0.15599509300159567	0.24066499598771252	1.4934501494938743	6.835445595736781e-4	0.004789699968342524	tRNA
URS00004F859B_GR_chrX_134541364_134541385_22_-	-0.4842955536692193	0.15685664426263332	0.24175645859339065	-0.5154404182061407	0.13347722427752537	0.22240250747646556	miRNA
URS0000EFF282_GR_chr19_51693267_51693327_61_+	-0.4219081631321586	0.15732266151234847	0.24223675751999485	0.13866964369378465	0.635739782289095	0.7254057490414325	precursor_RNA
URS0000EFE51C_GR_chr1_207802449_207802513_65_-	0.4207186854378957	0.15770220844874447	0.2424175964718409	-0.27423790737909837	0.46329642598664666	0.5730581136859624	precursor_RNA
URS000063D7EB_GR_chr19_51693262_51693330_69_+	-0.421432232058395	0.15774911790806218	0.2424175964718409	NA	NA	NA	precursor_RNA
URS0000416117_GR_chr16_3191989_3192061_73_+	0.6493783677305371	0.15842904455948081	0.24322423768476067	NA	NA	NA	tRNA
URS00003266AE_GR_chr1_207802448_207802519_72_-	0.4202730931442735	0.15869344031575375	0.24323882703618482	NA	NA	NA	precursor_RNA
URS00001E96DA_GR_chr1_207802443_207802523_81_-	0.4201538877600832	0.15884255510213005	0.24323882703618482	NA	NA	NA	precursor_RNA
