RNAcentral_id	GR	logFC_Spheroid_Mono_FC	P.Value_Spheroid_Mono_FC	adj.P.Val_Spheroid_Mono_FC	logFC_Spheroid_Mono_salmon	P.Value_Spheroid_Mono_salmon	adj.P.Val_Spheroid_Mono_salmon	gene_type	RNA_type	ENSEMBL	GENCODE	GENECARDS	LNCIPEDIA	NONCODE	ENA	LNCBOOK	MALACARDS	HGNC	REFSEQ	RFAM	LNCBASE	MIRBASE	PDB	MIRGENEDB	SNODB	SNOPY	TARBASE	GTRNADB	SRPDB	5SRRNADB	LNCRNADB	MODOMICS	SILVA	TMRNA_WEB
URS0000165A49	chr3_160404645_160404665_21_+	-1.0034819273523654	2.045186583910179e-5	4.480371210097525e-5	NA	NA	NA	miRNA	miRNA	NA	NA	GENECARDS:MIR15B:URS0000165A49_9606_gn_MIR15B	NA	NA	AY940849.1:1..21:ncRNA_gn_NA	NA	MALACARDS:MIR15B:URS0000165A49_9606_gn_MIR15B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000630B8A	chr5_181097474_181097555_82_-	2.8613611019178693	2.0685838839028206e-5	4.524833413214715e-5	NA	NA	NA	tRNA	tRNA	NA	NA	GENECARDS:TRL-AAG1-1:URS0000630B8A_9606_gn_TRL-AAG1-1, GENECARDS:TRL-AAG1-2:URS0000630B8A_9606_gn_TRL-AAG1-2, GENECARDS:TRL-AAG1-3:URS0000630B8A_9606_gn_TRL-AAG1-3	NA	NA	HG983868.1:1..82:tRNA_gn_tRNA-Leu-AAG-1-1, HG983869.1:1..82:tRNA_gn_tRNA-Leu-AAG-1-2, HG983870.1:1..82:tRNA_gn_tRNA-Leu-AAG-1-3	NA	NA	HGNC:34561_gn_TRL-AAG1-3, HGNC:34836_gn_TRL-AAG1-2, HGNC:34930_gn_TRL-AAG1-1	NA	RF00005_gn_NA	NA	NA	NA	NA	NA	NA	NA	tRNA-Leu-AAG-1-1:CM000667.1:180524474-180524555_gn_tRNA-Leu-AAG-1-1, tRNA-Leu-AAG-1-1:CM000667.2:181097474-181097555_gn_tRNA-Leu-AAG-1-1, tRNA-Leu-AAG-1-2:CM000667.1:180528840-180528921_gn_tRNA-Leu-AAG-1-2, tRNA-Leu-AAG-1-2:CM000667.2:181101840-181101921_gn_tRNA-Leu-AAG-1-2, tRNA-Leu-AAG-1-3:CM000667.1:180601044-180601125_gn_tRNA-Leu-AAG-1-3, tRNA-Leu-AAG-1-3:CM000667.2:181174044-181174125_gn_tRNA-Leu-AAG-1-3	NA	NA	NA	NA	NA	NA
URS0000D5492C	chrX_134546643_134546664_22_-	-1.9242542539267984	2.073437973207565e-5	4.52866168100275e-5	-2.722981827358613	0.00700661246153625	0.01234511585246926	miRNA	miRNA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hsa-Mir-15-P1d_3p*_gn_NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS00004270D7	chr17_59841273_59841296_24_+	0.6082975871133929	2.103430899968079e-5	4.5873029642054225e-5	0.7736524089569539	4.1292470020234446e-4	0.00115091778141504	miRNA	miRNA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hsa-Mir-21_5p_gn_NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS00006E3D71	chr1_28578749_28578822_74_-	1.2854917940719437	2.2627817899482112e-5	4.9274606440812535e-5	-0.05316211531161841	0.9866850173166356	0.9886442343221178	snoRNA	snoRNA	ENST00000408612_gn_ENSG00000221539.1	ENST00000408612_gn_SNORD99	GENECARDS:SNORD99:URS00006E3D71_9606_gn_SNORD99	NA	NA	NA	NA	NA	NA	NA	RF00608_gn_NA	NA	NA	NA	NA	1006_gn_NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS00006BB04D	chr7_97141584_97141638_55_-	1.7487536308509593	2.269629070835643e-5	4.9350056845740734e-5	NA	NA	NA	tRNA	tRNA	NA	NA	GENECARDS:RF00005-164:URS00006BB04D_9606_gn_RF00005-164	NA	NA	NA	NA	NA	NA	NA	RF00005_gn_NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS00005DADAC	chr6_28796006_28796035_30_-	1.748527001852182	2.274148250384963e-5	4.937473656713783e-5	NA	NA	NA	piRNA	piRNA	NA	NA	GENECARDS:piR-36242:URS00005DADAC_9606_gn_piR-36242, GENECARDS:piR-36252-001:URS00005DADAC_9606_gn_piR-36252-001, GENECARDS:piR-36252-002:URS00005DADAC_9606_gn_piR-36252-002, GENECARDS:piR-36252-003:URS00005DADAC_9606_gn_piR-36252-003, GENECARDS:piR-36252-004:URS00005DADAC_9606_gn_piR-36252-004, GENECARDS:piR-36252-005:URS00005DADAC_9606_gn_piR-36252-005, GENECARDS:piR-36257:URS00005DADAC_9606_gn_piR-36257	NA	NA	DQ598191.1:1..30:ncRNA_gn_piR-36257	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS000051D597	chr13_41060778_41060809_32_-	2.4394963187394394	2.325739697605828e-5	5.041982494512486e-5	NA	NA	NA	misc_RNA	misc_RNA	NA	NA	GENECARDS:AB330769-001:URS000051D597_9606_gn_AB330769-001, GENECARDS:AB330769-002:URS000051D597_9606_gn_AB330769-002	NA	NA	AB330769.1:1..32:misc_RNA_gn_NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS000043000B	chr1_161523847_161523878_32_-	1.7708033448769465	2.3355599485877083e-5	5.055759591972502e-5	3.627223961502493	1.194461594445164e-4	5.097110649295415e-4	piRNA	piRNA	NA	NA	GENECARDS:piR-33486-001:URS000043000B_9606_gn_piR-33486-001, GENECARDS:piR-33486-002:URS000043000B_9606_gn_piR-33486-002, GENECARDS:piR-33486-003:URS000043000B_9606_gn_piR-33486-003, GENECARDS:piR-33486-004:URS000043000B_9606_gn_piR-33486-004, GENECARDS:piR-33486-005:URS000043000B_9606_gn_piR-33486-005, GENECARDS:piR-36173:URS000043000B_9606_gn_piR-36173	NA	NA	DQ598107.1:1..32:ncRNA_gn_piR-36173	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000EFDAAF	chr11_34941850_34941909_60_+	-1.731992888927342	2.3654015239002884e-5	5.112771590178549e-5	-6.5845113227414425	1.1538368849332148e-6	9.195272984152152e-5	precursor_RNA	precursor_RNA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hsa-Mir-1343_gn_NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS00006CE133	chr14_100982926_100982997_72_+	3.7826437801005457	2.3700526032039335e-5	5.114081934317441e-5	4.771657947940593	0.00157268637743344	0.00340532091642613	snoRNA	snoRNA	ENST00000365423_gn_ENSG00000202293.1	ENST00000365423_gn_SNORD114-22	GENECARDS:SNORD114-22:URS00006CE133_9606_gn_SNORD114-22	NA	NA	NA	NA	NA	HGNC:33010_gn_SNORD114-22	NA	RF00181_gn_NA	NA	NA	NA	NA	913_gn_NA	Homo_sapiens300030_gn_SNORD114-22	NA	NA	NA	NA	NA	NA	NA	NA
URS000075A044	chr14_100982926_100982996_71_+	3.782424921317694	2.3731283366640696e-5	5.114081934317441e-5	NA	NA	NA	snoRNA	snoRNA	NA	NA	GENECARDS:SNORD114-22:URS000075A044_9606_gn_SNORD114-22	NA	NA	NA	NA	NA	NA	NR_003215_gn_SNORD114-22	NA	NA	NA	NA	NA	917_gn_NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS000064074C	chr1_16872583_16872654_72_+	0.6086703283786203	2.3765233389083105e-5	5.114081934317441e-5	-1.721789700411894	0.3622782181644753	0.4193677164613808	tRNA	tRNA	NA	NA	GENECARDS:TRE-TTC3-1:URS000064074C_9606_gn_TRE-TTC3-1	NA	NA	HG983781.1:1..72:tRNA_gn_tRNA-Glu-TTC-3-1	NA	NA	HGNC:12265_gn_TRE-TTC3-1	NA	RF00005_gn_NA	NA	NA	NA	NA	NA	NA	NA	tRNA-Glu-TTC-3-1:CM000663.1:17199078-17199149_gn_tRNA-Glu-TTC-3-1, tRNA-Glu-TTC-3-1:CM000663.2:16872583-16872654_gn_tRNA-Glu-TTC-3-1	NA	NA	NA	NA	NA	NA
URS000075C16C	chr12_54337216_54337314_99_+	-0.5594526174045651	2.3844501256341854e-5	5.116048137206289e-5	NA	NA	NA	precursor_RNA	precursor_RNA	ENST00000362252_gn_ENSG00000199122.3	ENST00000362252_gn_MIR148B	GENECARDS:MIR148B:URS000075C16C_9606_gn_MIR148B	NA	NA	LM608729.1:1..99:precursor_RNA_gn_mir-148b	NA	MALACARDS:MIR148B:URS000075C16C_9606_gn_MIR148B	HGNC:31761_gn_MIR148B	NR_029894_gn_MIR148B	NA	NA	MI0000811_gn_NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS00000C61A6	chr12_54337225_54337311_87_+	-0.5594526174045651	2.3844501256341854e-5	5.116048137206289e-5	-0.6715539466013176	4.4964167924205927e-4	0.00122714708293145	precursor_RNA	precursor_RNA	NA	NA	GENECARDS:MIR148B:URS00000C61A6_9606_gn_MIR148B	NA	NA	NA	NA	MALACARDS:MIR148B:URS00000C61A6_9606_gn_MIR148B	NA	NA	RF00248_gn_NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS000075A722	chr1_28578743_28578822_80_-	1.2840417670025044	2.474753011435288e-5	5.293678662234635e-5	NA	NA	NA	snoRNA	snoRNA	NA	NA	GENECARDS:SNORD99:URS000075A722_9606_gn_SNORD99	NA	NA	NA	NA	NA	HGNC:32762_gn_SNORD99	NR_003077_gn_SNORD99	NA	NA	NA	NA	NA	1304_gn_NA	Homo_sapiens300651_gn_SNORD99	NA	NA	NA	NA	NA	NA	NA	NA
URS000075B769	chr22_20086058_20086142_85_+	-1.6026209788886652	2.481752025338239e-5	5.293678662234635e-5	NA	NA	NA	precursor_RNA	precursor_RNA	ENST00000408439_gn_ENSG00000284464.1	ENST00000408439_gn_MIR1306	GENECARDS:MIR1306:URS000075B769_9606_gn_MIR1306	NA	NA	LM610180.1:1..85:precursor_RNA_gn_mir-1306	NA	MALACARDS:MIR1306:URS000075B769_9606_gn_MIR1306	HGNC:35371_gn_MIR1306	NR_031706_gn_MIR1306	NA	NA	MI0006443_gn_NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000690711	chr22_20086063_20086136_74_+	-1.6026209788886652	2.481752025338239e-5	5.293678662234635e-5	-1.291995926022917	0.00329065891170723	0.00635340391246398	precursor_RNA	precursor_RNA	NA	NA	GENECARDS:MIR1306:URS0000690711_9606_gn_MIR1306	NA	NA	NA	NA	MALACARDS:MIR1306:URS0000690711_9606_gn_MIR1306	NA	NA	RF01014_gn_NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS00006F35A3	chr9_21512113_21512191_79_-	-0.735450959053729	2.5014217683794023e-5	5.3278457811175885e-5	NA	NA	NA	precursor_RNA	precursor_RNA	NA	NA	GENECARDS:MIR31:URS00006F35A3_9606_gn_MIR31	NA	NA	NA	NA	MALACARDS:MIR31:URS00006F35A3_9606_gn_MIR31	NA	NA	RF00661_gn_NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000001EB3	chr9_21512115_21512185_71_-	-0.7350475479997041	2.5369914638783688e-5	5.38787561251607e-5	NA	NA	NA	precursor_RNA	precursor_RNA	ENST00000362307_gn_ENSG00000199177.1	ENST00000362307_gn_MIR31	GENECARDS:MIR31:URS0000001EB3_9606_gn_MIR31	NA	NA	LM608178.1:1..71:precursor_RNA_gn_mir-31	NA	MALACARDS:MIR31:URS0000001EB3_9606_gn_MIR31	HGNC:31630_gn_MIR31	NR_029505_gn_MIR31	NA	NA	MI0000089_gn_NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000EFD74E	chr9_21512119_21512178_60_-	-0.7350475479997041	2.5369914638783688e-5	5.38787561251607e-5	-0.7119658828611684	0.00148363508430887	0.00324829297010244	precursor_RNA	precursor_RNA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hsa-Mir-31_gn_NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS00005CC20C	chrX_138667760_138667781_22_-	-1.6661456619519903	2.594965276859584e-5	5.5029859577589145e-5	NA	NA	NA	miRNA	miRNA	NA	NA	GENECARDS:MIR504:URS00005CC20C_9606_gn_MIR504	NA	NA	LM379799.1:1..22:ncRNA_gn_NA, LM609503.1:13..34:ncRNA_gn_NA	NA	NA	NA	NR_030229_gn_MIR504	NA	NA	MIMAT0002875_gn_NA	NA	Hsa-Mir-504-v1_5p_gn_NA	NA	NA	hsa-miR-504-5p_gn_NA	NA	NA	NA	NA	NA	NA	NA
URS0000EFBD01	chr12_54337238_54337299_62_+	-0.552322925995492	2.671203029385655e-5	5.656437184141757e-5	NA	NA	NA	precursor_RNA	precursor_RNA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hsa-Mir-148-P3_gn_NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS00006D69C0	chr6_26322818_26322890_73_+	-1.9318130777380291	2.707813172951325e-5	5.725651332370991e-5	NA	NA	NA	tRNA	tRNA	NA	NA	GENECARDS:TRR-TCG2-1:URS00006D69C0_9606_gn_TRR-TCG2-1	NA	NA	HG983616.1:1..73:tRNA_gn_tRNA-Arg-TCG-2-1	NA	NA	HGNC:34979_gn_TRR-TCG2-1	NA	RF00005_gn_NA	NA	NA	NA	NA	NA	NA	NA	tRNA-Arg-TCG-2-1:CM000668.1:26323046-26323118_gn_tRNA-Arg-TCG-2-1, tRNA-Arg-TCG-2-1:CM000668.2:26322818-26322890_gn_tRNA-Arg-TCG-2-1	NA	NA	NA	NA	NA	NA
URS00000A1A88	chr17_8187160_8187233_74_+	-1.348778708085625	2.783263653639705e-5	5.8430006054590885e-5	-2.725518202499772	0.12066112286591282	0.15727967259138886	tRNA	tRNA	NA	NA	GENECARDS:TRT-AGT1-1:URS00000A1A88_9606_gn_TRT-AGT1-1, GENECARDS:TRT-AGT1-2:URS00000A1A88_9606_gn_TRT-AGT1-2, GENECARDS:TRT-AGT1-3:URS00000A1A88_9606_gn_TRT-AGT1-3	NA	NA	HG984042.1:1..74:tRNA_gn_tRNA-Thr-AGT-1-1, HG984043.1:1..74:tRNA_gn_tRNA-Thr-AGT-1-2, HG984044.1:1..74:tRNA_gn_tRNA-Thr-AGT-1-3	NA	MALACARDS:TRT-AGT1-2:URS00000A1A88_9606_gn_TRT-AGT1-2	HGNC:34563_gn_TRT-AGT1-3, HGNC:34750_gn_TRT-AGT1-1, HGNC:34785_gn_TRT-AGT1-2	NA	RF00005_gn_NA	NA	NA	NA	NA	NA	NA	NA	tRNA-Thr-AGT-1-1:CM000679.1:8090478-8090551_gn_tRNA-Thr-AGT-1-1, tRNA-Thr-AGT-1-1:CM000679.2:8187160-8187233_gn_tRNA-Thr-AGT-1-1, tRNA-Thr-AGT-1-2:CM000679.1:8129553-8129626_gn_tRNA-Thr-AGT-1-2, tRNA-Thr-AGT-1-2:CM000679.2:8226235-8226308_gn_tRNA-Thr-AGT-1-2, tRNA-Thr-AGT-1-3:CM000681.1:33667963-33668036_gn_tRNA-Thr-AGT-1-3, tRNA-Thr-AGT-1-3:CM000681.2:33177057-33177130_gn_tRNA-Thr-AGT-1-3	NA	NA	NA	NA	NA	NA
URS00002ECE14	chr8_140732564_140732653_90_-	-0.4459627764112053	2.783334764080923e-5	5.8430006054590885e-5	-0.05493229820466361	0.6338836010602329	0.6784689365363867	precursor_RNA	precursor_RNA	ENST00000521276_gn_ENSG00000254324.3	ENST00000521276_gn_MIR151A	GENECARDS:MIR151A:URS00002ECE14_9606_gn_MIR151A	NA	NA	LM608727.1:1..90:precursor_RNA_gn_mir-151a	NA	MALACARDS:MIR151A:URS00002ECE14_9606_gn_MIR151A	HGNC:31762_gn_MIR151A	NR_029892_gn_MIR151A	NA	NA	MI0000809_gn_NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS00006D5C6B	chr8_140732578_140732652_75_+	-0.4459627764112053	2.783334764080923e-5	5.8430006054590885e-5	NA	NA	NA	precursor_RNA	precursor_RNA	NA	NA	GENECARDS:RF00655-002:URS00006D5C6B_9606_gn_RF00655-002	NA	NA	NA	NA	NA	NA	NA	RF00655_gn_NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS00006E167B	chr8_140732578_140732654_77_-	-0.4459627764112053	2.783334764080923e-5	5.8430006054590885e-5	NA	NA	NA	precursor_RNA	precursor_RNA	NA	NA	GENECARDS:MIR151A:URS00006E167B_9606_gn_MIR151A	NA	NA	NA	NA	MALACARDS:MIR151A:URS00006E167B_9606_gn_MIR151A	NA	NA	RF00655_gn_NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000145C5E	chr8_123157230_123157302_73_-	2.242300453247343	2.8525220122401872e-5	5.979640252670163e-5	3.3432455400510426	1.818469415048379e-4	6.710408263981342e-4	tRNA	tRNA	NA	NA	GENECARDS:TRM-CAT1-1:URS0000145C5E_9606_gn_TRM-CAT1-1	NA	NA	HG983950.1:1..73:tRNA_gn_tRNA-Met-CAT-1-1, X04547.1:5..77:tRNA_gn_NA	NA	NA	HGNC:34764_gn_TRM-CAT1-1	NA	RF00005_gn_NA	NA	NA	NA	NA	NA	NA	NA	tRNA-Met-CAT-1-1:CM000670.1:124169470-124169542_gn_tRNA-Met-CAT-1-1, tRNA-Met-CAT-1-1:CM000670.2:123157230-123157302_gn_tRNA-Met-CAT-1-1	NA	NA	NA	NA	NA	NA
URS0000EFF26A	chr8_140732585_140732643_59_-	-0.4434851333431365	2.8830172342374743e-5	6.0348954731025465e-5	-0.5517350107621635	7.424019983019838e-4	0.00184660750210556	precursor_RNA	precursor_RNA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hsa-Mir-28-P2_gn_NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS00004F0321	chr1_146035692_146035763_72_+	1.5848811552395592	2.9186177266029544e-5	6.1006637007359755e-5	1.4232573551280403	1.337340021297073e-4	5.474735712184892e-4	tRNA	tRNA	NA	NA	GENECARDS:TRE-CTC1-1:URS00004F0321_9606_gn_TRE-CTC1-1, GENECARDS:TRE-CTC1-2:URS00004F0321_9606_gn_TRE-CTC1-2, GENECARDS:TRE-CTC1-3:URS00004F0321_9606_gn_TRE-CTC1-3, GENECARDS:TRE-CTC1-4:URS00004F0321_9606_gn_TRE-CTC1-4, GENECARDS:TRE-CTC1-5:URS00004F0321_9606_gn_TRE-CTC1-5, GENECARDS:TRE-CTC1-6:URS00004F0321_9606_gn_TRE-CTC1-6, GENECARDS:TRE-CTC1-7:URS00004F0321_9606_gn_TRE-CTC1-7	NA	NA	HG983753.1:1..72:tRNA_gn_tRNA-Glu-CTC-1-1, HG983754.1:1..72:tRNA_gn_tRNA-Glu-CTC-1-2, HG983755.1:1..72:tRNA_gn_tRNA-Glu-CTC-1-3, HG983756.1:1..72:tRNA_gn_tRNA-Glu-CTC-1-4, HG983757.1:1..72:tRNA_gn_tRNA-Glu-CTC-1-5, HG983758.1:1..72:tRNA_gn_tRNA-Glu-CTC-1-6, HG983759.1:1..72:tRNA_gn_tRNA-Glu-CTC-1-7	NA	NA	HGNC:34576_gn_TRE-CTC1-5, HGNC:34583_gn_TRE-CTC1-6, HGNC:34651_gn_TRE-CTC1-2, HGNC:34822_gn_TRE-CTC1-4, HGNC:34832_gn_TRE-CTC1-7, HGNC:34952_gn_TRE-CTC1-1, HGNC:34953_gn_TRE-CTC1-3	NA	RF00005_gn_NA	NA	NA	NA	NA	NA	NA	NA	tRNA-Glu-CTC-1-1:CM000663.1:145399233-145399304_gn_tRNA-Glu-CTC-1-1, tRNA-Glu-CTC-1-1:CM000663.2:146035692-146035763_gn_tRNA-Glu-CTC-1-1, tRNA-Glu-CTC-1-2:CM000663.1:161417018-161417089_gn_tRNA-Glu-CTC-1-2, tRNA-Glu-CTC-1-2:CM000663.2:161447228-161447299_gn_tRNA-Glu-CTC-1-2, tRNA-Glu-CTC-1-3:CM000663.1:161424398-161424469_gn_tRNA-Glu-CTC-1-3, tRNA-Glu-CTC-1-3:CM000663.2:161454608-161454679_gn_tRNA-Glu-CTC-1-3, tRNA-Glu-CTC-1-4:CM000663.1:161431809-161431880_gn_tRNA-Glu-CTC-1-4, tRNA-Glu-CTC-1-4:CM000663.2:161462019-161462090_gn_tRNA-Glu-CTC-1-4, tRNA-Glu-CTC-1-5:CM000663.1:161439189-161439260_gn_tRNA-Glu-CTC-1-5, tRNA-Glu-CTC-1-5:CM000663.2:161469399-161469470_gn_tRNA-Glu-CTC-1-5, tRNA-Glu-CTC-1-6:CM000668.1:28949976-28950047_gn_tRNA-Glu-CTC-1-6, tRNA-Glu-CTC-1-6:CM000668.2:28982199-28982270_gn_tRNA-Glu-CTC-1-6, tRNA-Glu-CTC-1-7:CM000668.1:126101393-126101464_gn_tRNA-Glu-CTC-1-7, tRNA-Glu-CTC-1-7:CM000668.2:125780247-125780318_gn_tRNA-Glu-CTC-1-7	NA	NA	NA	NA	NA	NA
URS000073161B	chr5_181164564_181164645_82_-	5.71297669459245	2.960001608919473e-5	6.178315232351231e-5	5.817536233160401	0.00210608086773704	0.00432213984867185	tRNA	tRNA	NA	NA	GENECARDS:HG983879:URS000073161B_9606_gn_HG983879	NA	NA	HG983879.1:1..82:tRNA_gn_tRNA-Leu-AAG-7-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS000022A78C	chr9_114209487_114209507_21_+	-1.6074583080957576	2.9658703774996803e-5	6.181721258245761e-5	-4.659637369579374	0.00161273183232857	0.00348243741816004	miRNA	miRNA	NA	NA	GENECARDS:MIR455:URS000022A78C_9606_gn_MIR455	NA	NA	LM380397.1:1..21:ncRNA_gn_NA, LM609527.1:54..74:ncRNA_gn_NA	NA	MALACARDS:MIR455:URS000022A78C_9606_gn_MIR455	NA	NR_030255_gn_MIR455	NA	hsa-miR-455-3p_gn_NA	MIMAT0004784_gn_NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000415026	chr15_65869062_65869133_72_-	-0.9188356900504182	3.0458484873731137e-5	6.339362258312944e-5	-0.27522569054620405	0.21684224368250005	0.2634281352928053	tRNA	tRNA	NA	NA	GENECARDS:TRQ-CTG1-1:URS0000415026_9606_gn_TRQ-CTG1-1, GENECARDS:TRQ-CTG1-2:URS0000415026_9606_gn_TRQ-CTG1-2, GENECARDS:TRQ-CTG1-3:URS0000415026_9606_gn_TRQ-CTG1-3, GENECARDS:TRQ-CTG1-4:URS0000415026_9606_gn_TRQ-CTG1-4, GENECARDS:TRQ-CTG1-5:URS0000415026_9606_gn_TRQ-CTG1-5	NA	NA	HG983716.1:1..72:tRNA_gn_tRNA-Gln-CTG-1-4, HG983717.1:1..72:tRNA_gn_tRNA-Gln-CTG-1-5, HG983718.1:1..72:tRNA_gn_tRNA-Gln-CTG-1-1, HG983719.1:1..72:tRNA_gn_tRNA-Gln-CTG-1-2, HG983720.1:1..72:tRNA_gn_tRNA-Gln-CTG-1-3, K01797.1:941..1012:tRNA_gn_TRQ1, X53365.1:942..1013:tRNA_gn_tRNA-Gln, Z26635.1:942..1013:tRNA_gn_NA	NA	NA	HGNC:12341_gn_TRQ-CTG1-5, HGNC:34683_gn_TRQ-CTG1-3, HGNC:34752_gn_TRQ-CTG1-2, HGNC:34853_gn_TRQ-CTG1-1, HGNC:34884_gn_TRQ-CTG1-4	NA	RF00005_gn_NA	NA	NA	NA	NA	NA	NA	NA	tRNA-Gln-CTG-1-1:CM000668.1:18836402-18836473_gn_tRNA-Gln-CTG-1-1, tRNA-Gln-CTG-1-1:CM000668.2:18836171-18836242_gn_tRNA-Gln-CTG-1-1, tRNA-Gln-CTG-1-2:CM000668.1:27487308-27487379_gn_tRNA-Gln-CTG-1-2, tRNA-Gln-CTG-1-2:CM000668.2:27519529-27519600_gn_tRNA-Gln-CTG-1-2, tRNA-Gln-CTG-1-3:CM000668.1:28909378-28909449_gn_tRNA-Gln-CTG-1-3, tRNA-Gln-CTG-1-3:CM000668.2:28941601-28941672_gn_tRNA-Gln-CTG-1-3, tRNA-Gln-CTG-1-4:CM000677.1:66161400-66161471_gn_tRNA-Gln-CTG-1-4, tRNA-Gln-CTG-1-4:CM000677.2:65869062-65869133_gn_tRNA-Gln-CTG-1-4, tRNA-Gln-CTG-1-5:CM000679.1:8023070-8023141_gn_tRNA-Gln-CTG-1-5, tRNA-Gln-CTG-1-5:CM000679.2:8119752-8119823_gn_tRNA-Gln-CTG-1-5	NA	NA	NA	NA	NA	NA
URS00002C5F98	chrX_45746182_45746202_21_-	-0.7621107154515192	3.0556943828969105e-5	6.350795020864091e-5	NA	NA	NA	miRNA	miRNA	NA	NA	GENECARDS:MIR221:URS00002C5F98_9606_gn_MIR221	NA	NA	AJ550425.1:1..21:ncRNA_gn_mir-221	NA	MALACARDS:MIR221:URS00002C5F98_9606_gn_MIR221	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS00006F1C02	chrX_138667711_138667793_83_-	-1.5125538814187656	3.091327208407938e-5	6.406599995834065e-5	NA	NA	NA	precursor_RNA	precursor_RNA	ENST00000385065_gn_ENSG00000207800.3	ENST00000385065_gn_MIR504	GENECARDS:MIR504:URS00006F1C02_9606_gn_MIR504	NA	NA	LM609503.1:1..83:precursor_RNA_gn_mir-504	NA	NA	HGNC:32139_gn_MIR504	NR_030229_gn_MIR504	RF00939_gn_NA	NA	MI0003189_gn_NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS0000EFBE42	chrX_138667722_138667781_60_-	-1.5125538814187656	3.091327208407938e-5	6.406599995834065e-5	-1.5750815795290205	1.402792174413273e-4	5.565090204732342e-4	precursor_RNA	precursor_RNA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hsa-Mir-504-v1_gn_NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
URS00006B4735	chr6_145182723_145182794_72_+	1.9754009231448768	3.230050783246555e-5	6.684601550009538e-5	NA	NA	NA	tRNA	tRNA	NA	NA	GENECARDS:TRQ-TTG4-1:URS00006B4735_9606_gn_TRQ-TTG4-1	NA	NA	HG983746.1:1..72:tRNA_gn_tRNA-Gln-TTG-4-1	NA	NA	HGNC:34991_gn_TRQ-TTG4-1	NA	RF00005_gn_NA	NA	NA	NA	NA	NA	NA	NA	tRNA-Gln-TTG-4-1:CM000668.1:145503859-145503930_gn_tRNA-Gln-TTG-4-1, tRNA-Gln-TTG-4-1:CM000668.2:145182723-145182794_gn_tRNA-Gln-TTG-4-1	NA	NA	NA	NA	NA	NA
